UV 1_280,UV 1_280,Cond,UV 2_214,Conc B,,UV 2_214,
ml,mAU,ml,mS/cm,ml,%,ml,mAU
UV 1_280 ml,UV 1_280 mAU,Cond ml,Cond mS/cm,Conc B ml,%,UV 2_214 ml,mAU
4.968627,0.033998,9.970592,2.976956,,,24.973812,560.611633
4.969461,0.034494,9.972259,2.976962,,,24.977978,560.488098
4.970294,0.034988,9.973925,2.976964,,,24.982143,560.360168
4.971128,0.035445,9.975592,2.976924,,,24.986309,560.227173
4.971961,0.035801,9.977258,2.976888,,,24.990477,560.063232
4.972794,0.036085,9.978925,2.976869,,,24.994642,559.887634
4.973628,0.036331,9.980591,2.976845,,,24.998808,559.703186
4.974461,0.036367,9.982258,2.976853,,,25.002975,559.568237
4.975294,0.036215,9.983924,2.976874,,,25.007141,559.447693
4.976127,0.036062,9.985591,2.976887,,,25.011307,559.388428
4.976961,0.03591,9.987258,2.976884,,,25.015474,559.408875
4.977794,0.035603,9.988924,2.976892,,,25.01964,559.457397
4.978627,0.035106,9.990591,2.976876,,,25.023806,559.538086
4.97946,0.034593,9.992257,2.97685,,,25.027973,559.647278
4.980294,0.034141,9.993924,2.97684,,,25.032139,559.805237
4.981127,0.033821,9.99559,2.976852,,,25.036304,559.977661
4.98196,0.033576,9.997257,2.976863,,,25.040472,560.177795
4.982793,0.033347,9.998923,2.976822,,,25.044638,560.333191
4.983627,0.033128,10.00059,2.97679,,,25.048803,560.451843
4.98446,0.032931,10.002256,2.97678,,,25.052971,560.53363
4.985293,0.032768,10.003923,2.976803,,,25.057137,560.599915
4.986126,0.032603,10.005589,2.97684,,,25.061302,560.678101
4.98696,0.032483,10.007257,2.976828,,,25.06547,560.74408
4.987793,0.032501,10.008924,2.976807,,,25.069635,560.797058
4.988626,0.032534,10.01059,2.97683,,,25.073801,560.810364
4.98946,0.032567,10.012257,2.976879,,,25.077969,560.825256
4.990293,0.032637,10.013923,2.976911,,,25.082134,560.846436
4.991127,0.032839,10.01559,2.976934,,,25.0863,560.892029
4.99196,0.033107,10.017256,2.97696,,,25.090467,560.949829
4.992793,0.033356,10.018923,2.976977,,,25.094633,561.02124
4.993626,0.033474,10.020589,2.976959,,,25.098799,561.086609
4.99446,0.033386,10.022256,2.976954,,,25.102964,561.109192
4.995293,0.033299,10.023922,2.976974,,,25.107132,561.087769
4.996126,0.033212,10.025589,2.976973,,,25.111298,561.031128
4.996959,0.033051,10.027256,2.976969,,,25.115463,560.992737
4.997793,0.032717,10.028922,2.976952,,,25.119631,560.969849
4.998626,0.032381,10.030589,2.976957,,,25.123796,560.92688
4.999459,0.032013,10.032255,2.977017,,,25.127962,560.832764
5.000292,0.03149,10.033922,2.977095,,,25.13213,560.693665
5.001126,0.030791,10.035588,2.977143,,,25.136295,560.593262
5.001959,0.03009,10.037255,2.977132,,,25.140461,560.522461
5.002792,0.029363,10.038921,2.977082,,,25.144629,560.45874
5.003626,0.028531,10.040588,2.977033,,,25.148794,560.381165
5.004459,0.027607,10.042254,2.977019,,,25.15296,560.305847
5.005292,0.02668,10.043921,2.977013,,,25.157127,560.235474
5.006125,0.025901,10.045588,2.977021,,,25.161293,560.155579
5.006959,0.025451,10.047255,2.977049,,,25.165459,560.10083
5.007792,0.025117,10.048922,2.977077,,,25.169626,560.094116
5.008626,0.024785,10.050588,2.977099,,,25.173792,560.116272
5.009459,0.024521,10.052255,2.977132,,,25.177958,560.099487
5.010292,0.024394,10.053921,2.977171,,,25.182125,560.094116
5.011125,0.024281,10.055588,2.977184,,,25.186291,560.11499
5.011959,0.024169,10.057254,2.977159,,,25.190456,560.177185
5.012792,0.02399,10.058921,2.977119,,,25.194624,560.233765
5.013625,0.023701,10.060587,2.977074,,,25.19879,560.27478
5.014458,0.023417,10.062254,2.977021,,,25.202955,560.305908
5.015292,0.023168,10.06392,2.976979,,,25.207123,560.335388
5.016125,0.023114,10.065587,2.976936,,,25.211288,560.357971
5.016958,0.023266,10.067253,2.976911,,,25.215454,560.404419
5.017791,0.023418,10.06892,2.976932,,,25.21962,560.458618
5.018625,0.02361,10.070587,2.976941,,,25.223787,560.483521
5.019458,0.023912,10.072253,2.976947,,,25.227953,560.478821
5.020291,0.024293,10.07392,2.976927,,,25.232119,560.414307
5.021125,0.024671,10.075586,2.976902,,,25.236286,560.341309
5.021958,0.024994,10.077253,2.976894,,,25.240452,560.248596
5.022791,0.025185,10.078919,2.976873,,,25.244617,560.129333
5.023624,0.025305,10.080586,2.976867,,,25.248785,559.950195
5.024458,0.025425,10.082253,2.976873,,,25.252951,559.687256
5.025291,0.025442,10.08392,2.976874,,,25.257116,559.414368
5.026124,0.025313,10.085586,2.976866,,,25.261284,559.150879
5.026958,0.025155,10.087253,2.97685,,,25.26545,558.898315
5.027791,0.024996,10.08892,2.976831,,,25.269615,558.613953
5.028624,0.024753,10.090586,2.976823,,,25.273783,558.39917
5.029458,0.024406,10.092253,2.976816,,,25.277948,558.271729
5.030291,0.024052,10.093919,2.976814,,,25.282114,558.178284
5.031124,0.023702,10.095586,2.976839,,,25.286282,558.115356
5.031957,0.023369,10.097252,2.976886,,,25.290447,558.091431
5.032791,0.023048,10.098919,2.976934,,,25.294613,558.119263
5.033624,0.022726,10.100585,2.97698,,,25.29878,558.118652
5.034457,0.022442,10.102252,2.976993,,,25.302946,558.086975
5.03529,0.022337,10.103918,2.976997,,,25.307112,558.046082
5.036124,0.02237,10.105585,2.977005,,,25.311279,558.066833
5.036957,0.022402,10.107251,2.976998,,,25.315445,558.118896
5.03779,0.022385,10.108918,2.976981,,,25.319611,558.102783
5.038624,0.022193,10.110585,2.976985,,,25.323778,558.067749
5.039457,0.021934,10.112251,2.977002,,,25.327944,557.990662
5.04029,0.021676,10.113918,2.976989,,,25.332109,557.882141
5.041123,0.021448,10.115584,2.976975,,,25.336275,557.763977
5.041957,0.021368,10.117251,2.976988,,,25.340443,557.692261
5.04279,0.021474,10.118917,2.97701,,,25.344608,557.608154
5.043623,0.02158,10.120584,2.977031,,,25.348774,557.480164
5.044456,0.021861,10.122251,2.977056,,,25.352942,557.290344
5.04529,0.022609,10.123918,2.977065,,,25.357107,557.080017
5.046123,0.023352,10.125584,2.97709,,,25.361273,556.886963
5.046957,0.024088,10.127251,2.977109,,,25.36544,556.702515
5.04779,0.024709,10.128918,2.977074,,,25.369606,556.57605
5.048623,0.024987,10.130584,2.977051,,,25.373772,556.515015
5.049456,0.02514,10.132251,2.97705,,,25.377939,556.508667
5.05029,0.025251,10.133917,2.977066,,,25.382105,556.523499
5.051123,0.025205,10.135584,2.977095,,,25.386271,556.636414
5.051956,0.025016,10.13725,2.977111,,,25.390438,556.85791
5.052789,0.024829,10.138917,2.977114,,,25.394604,557.107971
5.053623,0.024642,10.140583,2.977132,,,25.398769,557.332642
5.054456,0.024512,10.14225,2.977182,,,25.402937,557.595825
5.055289,0.024497,10.143916,2.977218,,,25.407103,557.890503
5.056123,0.024482,10.145583,2.977246,,,25.411268,558.196411
5.056956,0.024469,10.147249,2.977256,,,25.415436,558.53064
5.057789,0.024461,10.148916,2.977248,,,25.419601,558.842346
5.058622,0.024454,10.150583,2.97723,,,25.423767,559.096436
5.059456,0.024447,10.152249,2.977179,,,25.427935,559.299927
5.060289,0.024407,10.153916,2.977157,,,25.4321,559.438904
5.061122,0.024259,10.155582,2.977145,,,25.436266,559.590637
5.061955,0.024026,10.157249,2.97714,,,25.440434,559.742615
5.062789,0.023786,10.158916,2.977142,,,25.444599,559.841309
5.063622,0.023524,10.160583,2.977122,,,25.448765,559.92572
5.064456,0.023237,10.162249,2.977134,,,25.45293,559.988098
5.065289,0.022952,10.163916,2.977185,,,25.457098,560.02179
5.066122,0.02267,10.165582,2.977243,,,25.461264,560.046692
5.066955,0.022471,10.167249,2.977272,,,25.465429,560.102661
5.067789,0.022431,10.168916,2.977309,,,25.469597,560.14679
5.068622,0.022425,10.170582,2.977328,,,25.473763,560.157043
5.069455,0.022339,10.172249,2.977302,,,25.477928,560.160583
5.070288,0.022058,10.173915,2.977281,,,25.482096,560.1745
5.071122,0.021664,10.175582,2.977278,,,25.486261,560.206787
5.071955,0.021267,10.177248,2.977276,,,25.490427,560.230225
5.072788,0.020866,10.178915,2.977235,,,25.494595,560.237427
5.073622,0.020449,10.180581,2.97716,,,25.49876,560.21521
5.074455,0.020017,10.182248,2.977132,,,25.502926,560.197571
5.075288,0.019589,10.183914,2.977148,,,25.507093,560.155273
5.076121,0.019235,10.185581,2.977161,,,25.511259,560.127258
5.076955,0.018974,10.187247,2.97717,,,25.515425,560.122131
5.077788,0.018714,10.188914,2.97718,,,25.519592,560.120911
5.078621,0.018454,10.190581,2.977184,,,25.523758,560.116211
5.079454,0.018289,10.192247,2.977154,,,25.527924,560.082947
5.080288,0.018276,10.193914,2.977107,,,25.532091,560.045654
5.081121,0.01831,10.19558,2.977047,,,25.536257,560.042603
5.081954,0.018341,10.197248,2.977005,,,25.540422,560.066589
5.082788,0.018359,10.198914,2.976987,,,25.54459,560.088135
5.083621,0.01837,10.200581,2.977006,,,25.548756,560.120361
5.084454,0.01838,10.202247,2.97704,,,25.552921,560.11969
5.085288,0.01839,10.203914,2.977039,,,25.557089,560.090393
5.086121,0.018086,10.20558,2.977026,,,25.561255,560.030762
5.086954,0.017458,10.207247,2.977035,,,25.56542,559.974976
5.087788,0.016831,10.208914,2.977035,,,25.569588,559.939697
5.088621,0.016108,10.21058,2.977017,,,25.573753,559.909241
5.089454,0.015258,10.212247,2.977026,,,25.577919,559.86676
5.090287,0.014358,10.213913,2.977012,,,25.582085,559.839417
5.091121,0.013407,10.21558,2.97699,,,25.586252,559.766418
5.091954,0.012433,10.217246,2.977004,,,25.590418,559.659668
5.092787,0.011613,10.218913,2.97702,,,25.594584,559.56073
5.09362,0.010943,10.220579,2.977004,,,25.598751,559.507385
5.094454,0.010275,10.222246,2.976996,,,25.602917,559.512695
5.095287,0.009666,10.223912,2.977018,,,25.607082,559.553589
5.09612,0.00917,10.225579,2.977029,,,25.61125,559.577026
5.096953,0.008676,10.227245,2.977017,,,25.615416,559.574585
5.097787,0.008179,10.228912,2.977,,,25.619581,559.514526
5.09862,0.007679,10.230579,2.976985,,,25.623749,559.432617
5.099453,0.007176,10.232245,2.976972,,,25.627914,559.393555
5.100286,0.006672,10.233912,2.976945,,,25.63208,559.376221
5.10112,0.006175,10.235579,2.976894,,,25.636248,559.368286
5.101953,0.005736,10.237246,2.976856,,,25.640413,559.323669
5.102787,0.005377,10.238912,2.976816,,,25.644579,559.195496
5.10362,0.005019,10.240579,2.976766,,,25.648746,559.084717
5.104453,0.004665,10.242245,2.976728,,,25.652912,559.006287
5.105287,0.004331,10.243912,2.9767,,,25.657078,558.903625
5.10612,0.004025,10.245578,2.976698,,,25.661245,558.795044
5.106953,0.003715,10.247245,2.976713,,,25.665411,558.625366
5.107786,0.003403,10.248911,2.976716,,,25.669577,558.342529
5.10862,0.003078,10.250578,2.976692,,,25.673744,558.048706
5.109453,0.002747,10.252245,2.976651,,,25.67791,557.735107
5.110286,0.002419,10.253911,2.976637,,,25.682076,557.368652
5.111119,0.002157,10.255578,2.976638,,,25.686243,557.097656
5.111953,0.00209,10.257244,2.976595,,,25.690409,556.826233
5.112786,0.00215,10.258911,2.976564,,,25.694574,556.530579
5.113619,0.00221,10.260577,2.976545,,,25.69874,556.293945
5.114452,0.002361,10.262244,2.976509,,,25.702908,556.134583
5.115286,0.002682,10.26391,2.976488,,,25.707073,556.070435
5.116119,0.003019,10.265577,2.976482,,,25.711239,556.106873
5.116952,0.003358,10.267243,2.97648,,,25.715406,556.124512
5.117785,0.003631,10.26891,2.976495,,,25.719572,556.198914
5.118619,0.003799,10.270577,2.976511,,,25.723738,556.33606
5.119452,0.003966,10.272243,2.976496,,,25.727905,556.427063
5.120286,0.004045,10.273911,2.976456,,,25.732071,556.444824
5.121119,0.003854,10.275577,2.976426,,,25.736237,556.450562
5.121952,0.00345,10.277244,2.976392,,,25.740404,556.447754
5.122786,0.003047,10.27891,2.976358,,,25.74457,556.440918
5.123619,0.002643,10.280577,2.97637,,,25.748735,556.426392
5.124452,0.002253,10.282243,2.97638,,,25.752903,556.425781
5.125285,0.001875,10.28391,2.976354,,,25.757069,556.429199
5.126119,0.001493,10.285576,2.976367,,,25.761234,556.372437
5.126952,0.001318,10.287243,2.976406,,,25.765402,556.26123
5.127785,0.001461,10.288909,2.976437,,,25.769567,556.110535
5.128618,0.001635,10.290576,2.976459,,,25.773733,555.967041
5.129452,0.001809,10.292243,2.976458,,,25.777901,555.89624
5.130285,0.002083,10.293909,2.976438,,,25.782066,555.783691
5.131118,0.002556,10.295576,2.976429,,,25.786232,555.637634
5.131951,0.003113,10.297242,2.976418,,,25.7904,555.523438
5.132785,0.003641,10.298909,2.976387,,,25.794565,555.408325
5.133618,0.004014,10.300575,2.976347,,,25.798731,555.316101
5.134451,0.004241,10.302242,2.976361,,,25.802898,555.262695
5.135284,0.004467,10.303908,2.976413,,,25.807064,555.272522
5.136118,0.004684,10.305575,2.976457,,,25.81123,555.357178
5.136951,0.004822,10.307241,2.976496,,,25.815395,555.499634
5.137784,0.004875,10.308908,2.976518,,,25.819563,555.574402
5.138618,0.004928,10.310575,2.97653,,,25.823729,555.678711
5.139451,0.005018,10.312242,2.976568,,,25.827894,555.805359
5.140285,0.005186,10.313909,2.976612,,,25.832062,555.915588
5.141118,0.005395,10.315575,2.976646,,,25.836227,556.067322
5.141951,0.0056,10.317242,2.976668,,,25.840393,556.196777
5.142784,0.005782,10.318908,2.976675,,,25.844561,556.328003
5.143618,0.005908,10.320575,2.97669,,,25.848726,556.460205
5.144451,0.005968,10.322241,2.976694,,,25.852892,556.556885
5.145284,0.006031,10.323908,2.976707,,,25.857059,556.60199
5.146117,0.006092,10.325574,2.976739,,,25.861225,556.639526
5.146951,0.006145,10.327241,2.976711,,,25.865391,556.689575
5.147784,0.006195,10.328907,2.976681,,,25.869558,556.713501
5.148617,0.006245,10.330574,2.976687,,,25.873724,556.671814
5.14945,0.006299,10.332241,2.976701,,,25.87789,556.61853
5.150284,0.006366,10.333907,2.976727,,,25.882057,556.590149
5.151117,0.006437,10.335574,2.976746,,,25.886223,556.530518
5.15195,0.006492,10.33724,2.97675,,,25.890388,556.45459
5.152783,0.006468,10.338907,2.976748,,,25.894556,556.376953
5.153617,0.006342,10.340573,2.976748,,,25.898722,556.27771
5.15445,0.006217,10.34224,2.976772,,,25.902887,556.161926
5.155283,0.006091,10.343906,2.976777,,,25.907055,556.015381
5.156117,0.005893,10.345573,2.976757,,,25.911221,555.858643
5.15695,0.005512,10.347239,2.976739,,,25.915386,555.704285
5.157784,0.005107,10.348907,2.976724,,,25.919554,555.492676
5.158617,0.004657,10.350574,2.976739,,,25.923719,555.261536
5.15945,0.004072,10.35224,2.976766,,,25.927885,555.062744
5.160283,0.00347,10.353907,2.976807,,,25.932051,554.859253
5.161117,0.002861,10.355573,2.976807,,,25.936218,554.622803
5.16195,0.002322,10.35724,2.976756,,,25.940384,554.394836
5.162783,0.00205,10.358906,2.976716,,,25.94455,554.16449
5.163616,0.002014,10.360573,2.976655,,,25.948717,553.883362
5.16445,0.00198,10.362239,2.976562,,,25.952883,553.59375
5.165283,0.001974,10.363906,2.976521,,,25.957048,553.308167
5.166116,0.002015,10.365572,2.976529,,,25.961216,553.0578
5.166949,0.002056,10.367239,2.976522,,,25.965382,552.840027
5.167783,0.002098,10.368905,2.976513,,,25.969547,552.620972
5.168616,0.001964,10.370572,2.976543,,,25.973715,552.353333
5.169449,0.001489,10.372239,2.976543,,,25.97788,552.109924
5.170282,0.000975,10.373905,2.976529,,,25.982046,551.879517
5.171116,0.000398,10.375572,2.976538,,,25.986214,551.68158
5.171949,-0.00036,10.377238,2.976548,,,25.990379,551.537415
5.172782,-0.001232,10.378905,2.976589,,,25.994545,551.416016
5.173616,-0.002104,10.380571,2.97661,,,25.998713,551.349915
5.174449,-0.002957,10.382238,2.976602,,,26.002878,551.269348
5.175282,-0.003666,10.383904,2.976588,,,26.007044,551.126648
5.176116,-0.004206,10.385571,2.976569,,,26.011211,550.97644
5.176949,-0.004747,10.387238,2.976574,,,26.015377,550.883118
5.177782,-0.00518,10.388905,2.976609,,,26.019543,550.815979
5.178616,-0.005402,10.390571,2.976655,,,26.02371,550.750366
5.179449,-0.005552,10.392238,2.976696,,,26.027876,550.662476
5.180282,-0.005701,10.393905,2.976722,,,26.032042,550.530457
5.181115,-0.005882,10.395571,2.976759,,,26.036209,550.431396
5.181949,-0.006141,10.397238,2.976812,,,26.040375,550.301514
5.182782,-0.006448,10.398904,2.976844,,,26.04454,550.128479
5.183615,-0.006754,10.400571,2.976867,,,26.048706,549.991211
5.184448,-0.007202,10.402237,2.976887,,,26.052874,549.838318
5.185282,-0.007858,10.403904,2.976888,,,26.057039,549.621826
5.186115,-0.008538,10.40557,2.976861,,,26.061205,549.360229
5.186948,-0.009218,10.407237,2.976827,,,26.065372,549.039307
5.187781,-0.009894,10.408903,2.976823,,,26.069538,548.605164
5.188615,-0.010559,10.41057,2.976833,,,26.073704,548.168884
5.189448,-0.011226,10.412237,2.976859,,,26.077871,547.641724
5.190281,-0.011881,10.413903,2.976876,,,26.082037,547.024414
5.191115,-0.012504,10.41557,2.976883,,,26.086203,546.443604
5.191948,-0.013107,10.417236,2.976901,,,26.09037,545.878113
5.192781,-0.01371,10.418903,2.976898,,,26.094536,545.368591
5.193614,-0.014288,10.420569,2.976876,,,26.098701,544.916199
5.194448,-0.014769,10.422236,2.976848,,,26.102869,544.517395
5.195281,-0.015174,10.423903,2.976849,,,26.107035,544.223206
5.196115,-0.015558,10.42557,2.976882,,,26.1112,544.032349
5.196948,-0.015842,10.427236,2.976894,,,26.115368,543.845947
5.197781,-0.015948,10.428903,2.97691,,,26.119534,543.709229
5.198614,-0.015942,10.430569,2.976947,,,26.123699,543.629395
5.199448,-0.015936,10.432236,2.976967,,,26.127867,543.512146
5.200281,-0.015891,10.433903,2.977,,,26.132032,543.414978
5.201114,-0.015711,10.435569,2.977021,,,26.136198,543.288635
5.201947,-0.015501,10.437236,2.977019,,,26.140366,543.135864
5.202781,-0.015294,10.438902,2.977022,,,26.144531,542.92334
5.203614,-0.015102,10.440569,2.977023,,,26.148697,542.616394
5.204447,-0.01495,10.442235,2.977029,,,26.152864,542.249512
5.20528,-0.014798,10.443902,2.977046,,,26.15703,541.919373
5.206114,-0.014648,10.445568,2.977044,,,26.161196,541.584412
5.206947,-0.014523,10.447235,2.977051,,,26.165361,541.187927
5.20778,-0.014448,10.448901,2.977081,,,26.169529,540.825134
5.208614,-0.014374,10.450568,2.977099,,,26.173695,540.445496
5.209447,-0.014282,10.452235,2.977097,,,26.17786,540.115417
5.21028,-0.014129,10.453901,2.977072,,,26.182028,539.796631
5.211113,-0.013946,10.455568,2.97706,,,26.186193,539.494873
5.211947,-0.013763,10.457234,2.977031,,,26.190359,539.178528
5.21278,-0.013525,10.458901,2.977005,,,26.194527,539.018921
5.213614,-0.01311,10.460567,2.977001,,,26.198692,538.925781
5.214447,-0.012566,10.462234,2.976989,,,26.202858,538.82782
5.21528,-0.012019,10.463901,2.97701,,,26.207026,538.723755
5.216113,-0.011476,10.465568,2.977029,,,26.211191,538.634583
5.216947,-0.01093,10.467234,2.977033,,,26.215357,538.800598
5.21778,-0.010382,10.468901,2.977019,,,26.219524,538.92218
5.218613,-0.009833,10.470567,2.976991,,,26.22369,539.03717
5.219446,-0.009378,10.472234,2.976966,,,26.227856,539.146179
5.22028,-0.009145,10.473901,2.976947,,,26.232023,539.365173
5.221113,-0.00899,10.475567,2.976944,,,26.236189,539.541504
5.221946,-0.008803,10.477234,2.976939,,,26.240355,539.622375
5.222779,-0.008476,10.4789,2.976941,,,26.244522,539.740356
5.223613,-0.008007,10.480567,2.976951,,,26.248688,539.953247
5.224446,-0.007541,10.482233,2.976939,,,26.252853,540.156494
5.225279,-0.007072,10.4839,2.976933,,,26.257021,540.090271
5.226113,-0.006487,10.485566,2.97694,,,26.261187,540.003662
5.226946,-0.005682,10.487233,2.976951,,,26.265352,539.912292
5.227779,-0.00484,10.488899,2.976962,,,26.26952,539.86615
5.228612,-0.004109,10.490566,2.976959,,,26.273685,539.810852
5.229446,-0.003608,10.492233,2.976955,,,26.277851,539.711182
5.230279,-0.003156,10.493899,2.976934,,,26.282017,539.637878
5.231112,-0.002706,10.495566,2.976896,,,26.286184,539.54248
5.231946,-0.002266,10.497232,2.976885,,,26.29035,539.476563
5.232779,-0.001854,10.498899,2.976886,,,26.294516,539.4328
5.233612,-0.001463,10.500566,2.976907,,,26.298683,539.394165
5.234446,-0.001099,10.502233,2.976943,,,26.302849,539.369873
5.235279,-0.000842,10.503899,2.976955,,,26.307014,539.369568
5.236112,-0.000683,10.505566,2.976956,,,26.311182,539.354431
5.236945,-0.000523,10.507232,2.976971,,,26.315348,539.293518
5.237779,-0.000363,10.508899,2.976983,,,26.319513,539.241577
5.238612,-0.000306,10.510565,2.977005,,,26.323681,539.222839
5.239445,-0.000463,10.512232,2.977016,,,26.327847,539.208435
5.240279,-0.000717,10.513899,2.977003,,,26.332012,539.149841
5.241112,-0.000854,10.515565,2.976998,,,26.33618,539.086792
5.241945,-0.000782,10.517232,2.976997,,,26.340345,539.01532
5.242778,-0.000644,10.518898,2.976987,,,26.344511,538.939331
5.243612,-0.000506,10.520565,2.976958,,,26.348679,538.861023
5.244445,-0.000365,10.522231,2.976909,,,26.352844,538.769836
5.245278,-0.000198,10.523898,2.976871,,,26.35701,538.681763
5.246111,-0.000001,10.525564,2.976851,,,26.361177,538.569214
5.246945,0.000196,10.527231,2.976841,,,26.365343,538.455811
5.247778,0.000436,10.528897,2.976836,,,26.369509,538.38208
5.248611,0.000723,10.530564,2.976809,,,26.373676,538.332703
5.249444,0.000997,10.532231,2.976794,,,26.377842,538.263123
5.250278,0.001254,10.533897,2.976802,,,26.382008,538.189575
5.251111,0.001498,10.535564,2.976804,,,26.386175,538.112061
5.251945,0.001707,10.53723,2.976808,,,26.390341,538.034485
5.252778,0.001886,10.538898,2.976795,,,26.394506,537.970276
5.253611,0.002068,10.540564,2.976792,,,26.398672,537.917603
5.254444,0.002272,10.542231,2.976796,,,26.40284,537.899719
5.255278,0.002496,10.543897,2.976789,,,26.407005,537.875427
5.256111,0.002721,10.545564,2.976771,,,26.411171,537.818054
5.256944,0.002946,10.54723,2.976755,,,26.415339,537.742493
5.257778,0.003168,10.548897,2.976746,,,26.419504,537.669617
5.258611,0.003389,10.550563,2.97672,,,26.42367,537.581238
5.259444,0.003612,10.55223,2.976701,,,26.427837,537.456421
5.260277,0.003879,10.553897,2.976697,,,26.432003,537.236633
5.261111,0.004299,10.555563,2.976703,,,26.436169,536.969482
5.261944,0.00475,10.55723,2.976702,,,26.440336,536.704224
5.262777,0.005201,10.558896,2.97667,,,26.444502,536.437805
5.26361,0.005627,10.560563,2.976643,,,26.448668,536.130127
5.264444,0.005926,10.562229,2.976643,,,26.452835,535.847778
5.265277,0.006065,10.563896,2.976619,,,26.457001,535.619446
5.26611,0.006185,10.565562,2.976626,,,26.461166,535.444885
5.266943,0.00618,10.567229,2.976647,,,26.465334,535.293091
5.267777,0.005978,10.568895,2.976637,,,26.4695,535.139465
5.26861,0.005778,10.570562,2.976627,,,26.473665,535.078857
5.269444,0.005576,10.572228,2.976639,,,26.477833,535.074341
5.270277,0.005468,10.573895,2.976671,,,26.481998,535.102539
5.27111,0.005603,10.575562,2.976711,,,26.486164,535.186096
5.271943,0.005792,10.577229,2.976737,,,26.490332,535.320923
5.272777,0.006029,10.578896,2.976746,,,26.494497,535.416565
5.27361,0.006457,10.580562,2.976758,,,26.498663,535.482239
5.274443,0.007047,10.582229,2.976741,,,26.502831,535.512695
5.275277,0.007631,10.583895,2.976695,,,26.506996,535.5495
5.27611,0.008243,10.585562,2.976653,,,26.511162,535.653442
5.276943,0.008958,10.587228,2.976621,,,26.515327,535.738586
5.277776,0.009775,10.588895,2.976604,,,26.519495,535.737793
5.27861,0.010595,10.590561,2.976583,,,26.523661,535.704224
5.279443,0.01142,10.592228,2.976563,,,26.527826,535.620117
5.280276,0.012235,10.593895,2.976556,,,26.531994,535.561523
5.281109,0.013038,10.595561,2.976563,,,26.53616,535.535034
5.281943,0.01385,10.597228,2.97657,,,26.540325,535.477539
5.282776,0.014559,10.598894,2.976563,,,26.544493,535.378174
5.283609,0.015055,10.600561,2.976569,,,26.548658,535.3302
5.284442,0.015475,10.602227,2.976591,,,26.552824,535.325623
5.285276,0.01587,10.603894,2.976581,,,26.556992,535.347473
5.286109,0.016184,10.60556,2.976564,,,26.561157,535.502319
5.286942,0.016438,10.607227,2.976587,,,26.565323,535.726868
5.287776,0.01669,10.608893,2.976631,,,26.56949,535.96283
5.288609,0.016944,10.61056,2.976667,,,26.573656,536.173523
5.289442,0.017161,10.612226,2.976719,,,26.577822,536.410583
5.290276,0.017322,10.613894,2.976746,,,26.581989,536.71106
5.291109,0.017484,10.615561,2.976771,,,26.586155,537.086304
5.291942,0.017689,10.617227,2.976797,,,26.590321,537.495361
5.292776,0.017968,10.618894,2.976816,,,26.594488,537.824951
5.293609,0.018262,10.62056,2.976837,,,26.598654,538.137939
5.294442,0.018555,10.622227,2.976841,,,26.602819,538.416016
5.295275,0.018841,10.623893,2.976824,,,26.606987,538.672668
5.296109,0.019106,10.62556,2.976826,,,26.611153,538.948792
5.296942,0.019354,10.627226,2.976866,,,26.615318,539.25946
5.297775,0.019627,10.628893,2.976887,,,26.619486,539.5448
5.298608,0.020034,10.630559,2.976886,,,26.623652,539.774475
5.299442,0.020571,10.632226,2.976867,,,26.627817,539.950806
5.300275,0.021104,10.633893,2.976848,,,26.631983,540.090759
5.301108,0.021636,10.635559,2.976833,,,26.63615,540.270508
5.301941,0.022083,10.637226,2.976819,,,26.640316,540.45697
5.302775,0.022397,10.638892,2.976816,,,26.644482,540.631897
5.303608,0.022671,10.640559,2.97679,,,26.648649,540.781494
5.304441,0.022884,10.642225,2.976748,,,26.652815,540.953247
5.305274,0.022854,10.643892,2.976733,,,26.656981,541.051941
5.306108,0.022528,10.645558,2.976765,,,26.661148,541.147278
5.306941,0.022202,10.647225,2.97678,,,26.665314,541.315491
5.307775,0.021891,10.648891,2.976766,,,26.669479,541.50415
5.308608,0.021692,10.650558,2.976757,,,26.673647,541.69165
5.309441,0.021705,10.652225,2.976758,,,26.677813,541.887085
5.310275,0.021718,10.653892,2.976741,,,26.681978,542.069458
5.311108,0.02171,10.655559,2.976691,,,26.686146,542.267883
5.311941,0.021631,10.657225,2.976657,,,26.690311,542.508362
5.312774,0.021546,10.658892,2.976656,,,26.694477,542.693176
5.313608,0.021459,10.660558,2.97668,,,26.698645,542.92572
5.314441,0.021332,10.662225,2.976704,,,26.70281,543.212158
5.315274,0.021026,10.663891,2.976734,,,26.706976,543.431274
5.316107,0.020538,10.665558,2.97676,,,26.711143,543.628052
5.316941,0.020062,10.667224,2.976728,,,26.715309,543.812073
5.317774,0.01963,10.668891,2.976701,,,26.719475,543.994934
5.318607,0.019254,10.670557,2.976742,,,26.723642,544.22168
5.31944,0.018881,10.672224,2.976792,,,26.727808,544.469849
5.320274,0.018508,10.673891,2.976827,,,26.731974,544.674316
5.321107,0.018137,10.675557,2.976863,,,26.736141,544.898682
5.32194,0.017769,10.677224,2.976923,,,26.740307,545.128479
5.322773,0.017403,10.67889,2.976954,,,26.744473,545.3302
5.323607,0.017074,10.680557,2.976968,,,26.748638,545.546936
5.32444,0.016836,10.682223,2.976989,,,26.752806,545.780029
5.325274,0.016621,10.68389,2.976995,,,26.756971,546.034119
5.326107,0.016406,10.685556,2.97703,,,26.761137,546.325439
