UV 1_280,UV 1_280,Cond,Cond,Conc B,Conc B
ml,mAU,ml,mS/cm,ml,%
UV 1_280 ml,UV 1_280 mAU,Cond ml,Cond mS/cm,Conc B ml,Conc B %
14.628074,33.513878,29.281124,3.18366,,
14.628907,33.4674,29.282791,3.183624,,
14.629741,33.42387,29.284458,3.183604,,
14.630573,33.379353,29.286123,3.183521,,
14.631407,33.332241,29.28779,3.183481,,
14.63224,33.281532,29.289457,3.183483,,
14.633074,33.230213,29.291124,3.183427,,
14.633906,33.180122,29.292791,3.183376,,
14.63474,33.133095,29.294456,3.183395,,
14.635573,33.093979,29.296124,3.183323,,
14.636406,33.052597,29.297791,3.183238,,
14.637239,33.00835,29.299458,3.183196,,
14.638073,32.95895,29.301125,3.183104,,
14.638906,32.90707,29.30279,3.183063,,
14.639739,32.854958,29.304457,3.183071,,
14.640573,32.802845,29.306124,3.183054,,
14.641406,32.754112,29.307791,3.183049,,
14.642239,32.709961,29.309458,3.183069,,
14.643072,32.666039,29.311123,3.183048,,
14.643906,32.621727,29.31279,3.183046,,
14.644738,32.570915,29.314457,3.183041,,
14.645572,32.518372,29.316124,3.182977,,
14.646405,32.467136,29.317791,3.182894,,
14.647239,32.415501,29.319456,3.182821,,
14.648071,32.368481,29.321123,3.182797,,
14.648905,32.322964,29.32279,3.182715,,
14.649738,32.27668,29.324457,3.182697,,
14.650571,32.227463,29.326124,3.182671,,
14.651404,32.173054,29.327789,3.182678,,
14.652238,32.118534,29.329456,3.18263,,
14.65307,32.06358,29.331123,3.18259,,
14.653904,32.010609,29.33279,3.182525,,
14.654737,31.964296,29.334457,3.182452,,
14.655571,31.91717,29.336123,3.182409,,
14.656404,31.870037,29.33779,3.182349,,
14.657237,31.81831,29.339457,3.182268,,
14.658071,31.763264,29.341124,3.182181,,
14.658903,31.708782,29.342791,3.182195,,
14.659737,31.654287,29.344456,3.182184,,
14.66057,31.602507,29.346123,3.182148,,
14.661404,31.554342,29.34779,3.182108,,
14.662236,31.505762,29.349457,3.182086,,
14.66307,31.455685,29.351124,3.182052,,
14.663903,31.399607,29.352789,3.182021,,
14.664736,31.343563,29.354456,3.181988,,
14.665569,31.286997,29.356123,3.181926,,
14.666403,31.231453,29.35779,3.181932,,
14.667235,31.184107,29.359457,3.181931,,
14.668069,31.137575,29.361122,3.181843,,
14.668902,31.090361,29.362789,3.181782,,
14.669736,31.039442,29.364456,3.181715,,
14.670568,30.984814,29.366123,3.181695,,
14.671402,30.930122,29.36779,3.181644,,
14.672235,30.875574,29.369455,3.181628,,
14.673068,30.823143,29.371122,3.181639,,
14.673902,30.775612,29.372789,3.18161,,
14.674735,30.727734,29.374456,3.181605,,
14.675569,30.679592,29.376123,3.181574,,
14.676401,30.62612,29.377789,3.181555,,
14.677235,30.571224,29.379456,3.181537,,
14.678068,30.516008,29.381123,3.181473,,
14.678901,30.462248,29.38279,3.181458,,
14.679734,30.412695,29.384457,3.181449,,
14.680568,30.365797,29.386122,3.181403,,
14.6814,30.317867,29.387789,3.18137,,
14.682234,30.266994,29.389456,3.181327,,
14.683067,30.211634,29.391123,3.181255,,
14.683901,30.156275,29.39279,3.181202,,
14.684733,30.100979,29.394455,3.181152,,
14.685567,30.046659,29.396122,3.181166,,
14.6864,29.998367,29.397789,3.181146,,
14.687233,29.951429,29.399456,3.181069,,
14.688066,29.905396,29.401123,3.181052,,
14.6889,29.858742,29.402788,3.181037,,
14.689734,29.807499,29.404455,3.181004,,
14.690566,29.752939,29.406122,3.180996,,
14.6914,29.69663,29.407789,3.180888,,
14.692233,29.643337,29.409456,3.180794,,
14.693066,29.595631,29.411121,3.180714,,
14.693899,29.548315,29.412788,3.180709,,
14.694733,29.501001,29.414455,3.180662,,
14.695565,29.445526,29.416122,3.180638,,
14.696399,29.389816,29.417789,3.180601,,
14.697232,29.334141,29.419455,3.180578,,
14.698066,29.278465,29.421122,3.180524,,
14.698898,29.227587,29.422789,3.180494,,
14.699732,29.179623,29.424456,3.180467,,
14.700565,29.131786,29.426123,3.180415,,
14.701398,29.081713,29.427788,3.180401,,
14.702231,29.027557,29.429455,3.180389,,
14.703065,28.973724,29.431122,3.18036,,
14.703898,28.919905,29.432789,3.180277,,
14.704731,28.866877,29.434456,3.180226,,
14.705564,28.820387,29.436121,3.180155,,
14.706398,28.77363,29.437788,3.180081,,
14.707231,28.727346,29.439455,3.179967,,
14.708064,28.674654,29.441122,3.179877,,
14.708898,28.620321,29.442789,3.179806,,
14.70973,28.56604,29.444454,3.179708,,
14.710564,28.511698,29.446121,3.179626,,
14.711397,28.460621,29.447788,3.179604,,
14.712231,28.414881,29.449455,3.179539,,
14.713063,28.368767,29.451122,3.179494,,
14.713897,28.32176,29.452787,3.179456,,
14.71473,28.268227,29.454454,3.179473,,
14.715563,28.213833,29.456121,3.179419,,
14.716396,28.160774,29.457788,3.179343,,
14.71723,28.10704,29.459455,3.179335,,
14.718063,28.059469,29.461123,3.179307,,
14.718896,28.013334,29.462788,3.179272,,
14.719729,27.966593,29.464455,3.179326,,
14.720563,27.917204,29.466122,3.179291,,
14.721395,27.863747,29.467789,3.17926,,
14.722229,27.81069,29.469456,3.17922,,
14.723063,27.757765,29.471121,3.179204,,
14.723895,27.707241,29.472788,3.179212,,
14.724729,27.662674,29.474455,3.179194,,
14.725562,27.617374,29.476122,3.17915,,
14.726396,27.57197,29.477789,3.179089,,
14.727228,27.521215,29.479454,3.179085,,
14.728062,27.469654,29.481121,3.179071,,
14.728895,27.418434,29.482788,3.179025,,
14.729728,27.366913,29.484455,3.179029,,
14.730561,27.320324,29.486122,3.178999,,
14.731395,27.277342,29.487787,3.178996,,
14.732228,27.233454,29.489454,3.178951,,
14.733061,27.187315,29.491121,3.178934,,
14.733894,27.13559,29.492788,3.17891,,
14.734728,27.083864,29.494455,3.178882,,
14.73556,27.032135,29.49612,3.178842,,
14.736394,26.981194,29.497787,3.17883,,
14.737227,26.937832,29.499454,3.178821,,
14.73806,26.894459,29.501122,3.178759,,
14.738894,26.850054,29.502789,3.178677,,
14.739727,26.801783,29.504454,3.178654,,
14.740561,26.751186,29.506121,3.178655,,
14.741393,26.702446,29.507788,3.17863,,
14.742227,26.657509,29.509455,3.178607,,
14.74306,26.614305,29.511122,3.178645,,
14.743893,26.571171,29.512787,3.178649,,
14.744726,26.52656,29.514454,3.178624,,
14.74556,26.482151,29.516121,3.178547,,
14.746393,26.430748,29.517788,3.178529,,
14.747226,26.377466,29.519455,3.178473,,
14.748059,26.3249,29.52112,3.178442,,
14.748893,26.271521,29.522787,3.178422,,
14.749725,26.224493,29.524454,3.178375,,
14.750559,26.179026,29.526121,3.178345,,
14.751392,26.134035,29.527788,3.178288,,
14.752225,26.088282,29.529453,3.178247,,
14.753058,26.03668,29.53112,3.178186,,
14.753892,25.985115,29.532787,3.178174,,
14.754725,25.933125,29.534454,3.178147,,
14.755558,25.882326,29.536121,3.178108,,
14.756392,25.837875,29.537786,3.178046,,
14.757225,25.793697,29.539454,3.177992,,
14.758058,25.749174,29.541121,3.177928,,
14.758891,25.700678,29.542788,3.177911,,
14.759725,25.649202,29.544455,3.1779,,
14.760558,25.597658,29.54612,3.177829,,
14.761391,25.546171,29.547787,3.177786,,
14.762224,25.49757,29.549454,3.177794,,
14.763058,25.452885,29.551121,3.177809,,
14.76389,25.408279,29.552788,3.177793,,
14.764724,25.364029,29.554453,3.177797,,
14.765557,25.311718,29.55612,3.177828,,
14.76639,25.259592,29.557787,3.177803,,
14.767223,25.207397,29.559454,3.177764,,
14.768057,25.154888,29.561121,3.177706,,
14.76889,25.108484,29.562786,3.177637,,
14.769723,25.062628,29.564453,3.177599,,
14.770556,25.017056,29.56612,3.177572,,
14.77139,24.969038,29.567787,3.177527,,
14.772223,24.915792,29.569454,3.17748,,
14.773056,24.862009,29.571119,3.177412,,
14.77389,24.808376,29.572786,3.177363,,
14.774723,24.757557,29.574453,3.177294,,
14.775556,24.712734,29.57612,3.177232,,
14.776389,24.667461,29.577787,3.177215,,
14.777223,24.621925,29.579453,3.177172,,
14.778055,24.572863,29.58112,3.177179,,
14.778889,24.520081,29.582787,3.17715,,
14.779722,24.4673,29.584454,3.177109,,
14.780555,24.414974,29.586121,3.177108,,
14.781388,24.367262,29.587786,3.177076,,
14.782222,24.321432,29.589453,3.177019,,
14.783055,24.275257,29.59112,3.176959,,
14.783888,24.228943,29.592787,3.176958,,
14.784721,24.177177,29.594454,3.176991,,
14.785555,24.124056,29.596119,3.176988,,
14.786387,24.070551,29.597786,3.176964,,
14.787221,24.018064,29.599453,3.176979,,
14.788054,23.97315,29.60112,3.176927,,
14.788888,23.928322,29.602787,3.176881,,
14.789721,23.883701,29.604452,3.176881,,
14.790554,23.836819,29.606119,3.176858,,
14.791388,23.784267,29.607786,3.176774,,
14.79222,23.73226,29.609453,3.176702,,
14.793054,23.680647,29.61112,3.176624,,
14.793887,23.630274,29.612785,3.176614,,
14.79472,23.585712,29.614452,3.176589,,
14.795553,23.544371,29.616119,3.176502,,
14.796387,23.503994,29.617786,3.176531,,
14.79722,23.457897,29.619453,3.176486,,
14.798053,23.404911,29.621119,3.176469,,
14.798886,23.351973,29.622786,3.176482,,
14.79972,23.298252,29.624453,3.176506,,
14.800552,23.248945,29.62612,3.176534,,
14.801386,23.202715,29.627787,3.176501,,
14.802219,23.156364,29.629452,3.176496,,
14.803053,23.110371,29.631119,3.1765,,
14.803885,23.060343,29.632786,3.176473,,
14.804719,23.00831,29.634453,3.176457,,
14.805552,22.955265,29.63612,3.176393,,
14.806385,22.902672,29.637785,3.176343,,
14.807219,22.856815,29.639452,3.176322,,
14.808052,22.811306,29.641119,3.176267,,
14.808885,22.766241,29.642786,3.176237,,
14.809718,22.720753,29.644453,3.176205,,
14.810552,22.66939,29.646118,3.176236,,
14.811385,22.618032,29.647785,3.176272,,
14.812218,22.56629,29.649452,3.176196,,
14.813051,22.516279,29.651119,3.176098,,
14.813885,22.472099,29.652786,3.17608,,
14.814717,22.428122,29.654451,3.176025,,
14.815551,22.384092,29.656118,3.176026,,
14.816384,22.336647,29.657785,3.176021,,
14.817218,22.285032,29.659452,3.175992,,
14.81805,22.233444,29.661119,3.175989,,
14.818884,22.181797,29.662785,3.175984,,
14.819717,22.134106,29.664452,3.175928,,
14.82055,22.090029,29.666119,3.175904,,
14.821383,22.045919,29.667786,3.175889,,
14.822217,22.002499,29.669453,3.175847,,
14.82305,21.9527,29.671118,3.175856,,
14.823883,21.903109,29.672785,3.175834,,
14.824717,21.853039,29.674452,3.175817,,
14.82555,21.80197,29.676119,3.175793,,
14.826383,21.758217,29.677786,3.175761,,
14.827216,21.714737,29.679451,3.175681,,
14.82805,21.672241,29.681118,3.175648,,
14.828882,21.627304,29.682785,3.175652,,
14.829716,21.577246,29.684452,3.175618,,
14.830549,21.527189,29.686119,3.175579,,
14.831383,21.477211,29.687784,3.175553,,
14.832215,21.428843,29.689451,3.175518,,
14.833049,21.386415,29.691118,3.175477,,
14.833882,21.34371,29.692785,3.175389,,
14.834715,21.301352,29.694452,3.175361,,
14.835548,21.254551,29.696117,3.175394,,
14.836382,21.204844,29.697784,3.175406,,
14.837214,21.155146,29.699451,3.175363,,
14.838048,21.105301,29.701118,3.175352,,
14.838881,21.058565,29.702785,3.175325,,
14.839715,21.016577,29.704451,3.175308,,
14.840548,20.974348,29.706118,3.175322,,
14.841381,20.931509,29.707785,3.175308,,
14.842215,20.882713,29.709452,3.175242,,
14.843047,20.833323,29.711119,3.175259,,
14.843881,20.783815,29.712784,3.175221,,
14.844714,20.734579,29.714451,3.175169,,
14.845548,20.689476,29.716118,3.175134,,
14.84638,20.646414,29.717785,3.175099,,
14.847214,20.603579,29.719452,3.17509,,
14.848047,20.559994,29.721117,3.175052,,
14.84888,20.514072,29.722784,3.174973,,
14.849713,20.47016,29.724451,3.174923,,
14.850547,20.422222,29.726118,3.174928,,
14.851379,20.3729,29.727785,3.174884,,
14.852213,20.32807,29.72945,3.174824,,
14.853046,20.284744,29.731117,3.174767,,
14.85388,20.241516,29.732784,3.174712,,
14.854712,20.194094,29.734451,3.174684,,
14.855546,20.144033,29.736118,3.174674,,
14.85638,20.0938,29.737783,3.174674,,
14.857212,20.04319,29.73945,3.174667,,
14.858046,19.996197,29.741117,3.174651,,
14.858879,19.952934,29.742785,3.174668,,
14.859713,19.910662,29.744452,3.174645,,
14.860545,19.867107,29.746117,3.174607,,
14.861379,19.817583,29.747784,3.174563,,
14.862212,19.768614,29.749451,3.174521,,
14.863045,19.718876,29.751118,3.174497,,
14.863878,19.669907,29.752785,3.174447,,
14.864712,19.625599,29.75445,3.17441,,
14.865544,19.58255,29.756117,3.174383,,
14.866378,19.539864,29.757784,3.174325,,
14.867211,19.492044,29.759451,3.174319,,
14.868045,19.443375,29.761118,3.174278,,
14.868877,19.394316,29.762783,3.174226,,
14.869711,19.34474,29.76445,3.174179,,
14.870544,19.297075,29.766117,3.174149,,
14.871377,19.254917,29.767784,3.17412,,
14.872211,19.2131,29.769451,3.174118,,
14.873044,19.171621,29.771116,3.174087,,
14.873878,19.123917,29.772783,3.174052,,
14.87471,19.07481,29.77445,3.174014,,
14.875544,19.025185,29.776117,3.173972,,
14.876377,18.975328,29.777784,3.173969,,
14.87721,18.930756,29.779449,3.173934,,
14.878043,18.888525,29.781116,3.173851,,
14.878877,18.846228,29.782784,3.173787,,
14.879709,18.802401,29.784451,3.173763,,
14.880543,18.754143,29.786118,3.173686,,
14.881376,18.705467,29.787783,3.17364,,
14.88221,18.656788,29.78945,3.173673,,
14.883042,18.608543,29.791117,3.173719,,
14.883876,18.566641,29.792784,3.173689,,
14.884709,18.525112,29.794451,3.173711,,
14.885542,18.483669,29.796116,3.173724,,
14.886375,18.437805,29.797783,3.173679,,
14.887209,18.388847,29.79945,3.173648,,
14.888042,18.340605,29.801117,3.173636,,
14.888875,18.291332,29.802784,3.173595,,
14.889709,18.244112,29.804449,3.173581,,
14.890542,18.202705,29.806116,3.17358,,
14.891375,18.161346,29.807783,3.173535,,
14.892208,18.119356,29.80945,3.173552,,
14.893042,18.072445,29.811117,3.173577,,
14.893874,18.025749,29.812782,3.173555,,
14.894708,17.97823,29.814449,3.173552,,
14.895541,17.931372,29.816116,3.173488,,
14.896375,17.88909,29.817783,3.173472,,
14.897207,17.848469,29.81945,3.17342,,
14.898041,17.808418,29.821115,3.173349,,
14.898874,17.765491,29.822783,3.173304,,
14.899707,17.718084,29.82445,3.173311,,
14.90054,17.670994,29.826117,3.173265,,
14.901374,17.624441,29.827784,3.173197,,
14.902207,17.581589,29.829449,3.173126,,
14.90304,17.546181,29.831116,3.173084,,
14.903873,17.508707,29.832783,3.173061,,
14.904707,17.468367,29.83445,3.172991,,
14.90554,17.423918,29.836117,3.173023,,
14.906373,17.377724,29.837782,3.173013,,
14.907207,17.331404,29.839449,3.172956,,
14.908039,17.285133,29.841116,3.172975,,
14.908873,17.24213,29.842783,3.172894,,
14.909706,17.201321,29.84445,3.172879,,
14.91054,17.16103,29.846115,3.172889,,
14.911372,17.119463,29.847782,3.17289,,
14.912206,17.071928,29.849449,3.172863,,
14.913039,17.024776,29.851116,3.172859,,
14.913872,16.976915,29.852783,3.172823,,
14.914705,16.929359,29.85445,3.172715,,
14.915539,16.887388,29.856115,3.172713,,
14.916372,16.846764,29.857782,3.172687,,
14.917205,16.806955,29.859449,3.172657,,
14.918038,16.764311,29.861116,3.172621,,
14.918872,16.718731,29.862783,3.172578,,
14.919704,16.672691,29.864449,3.172528,,
14.920538,16.626999,29.866116,3.172472,,
14.921371,16.58305,29.867783,3.172482,,
14.922205,16.543358,29.86945,3.172478,,
14.923038,16.5049,29.871117,3.172473,,
14.923871,16.465702,29.872782,3.172468,,
14.924705,16.421824,29.874449,3.172431,,
14.925537,16.377134,29.876116,3.172348,,
14.926371,16.331568,29.877783,3.172359,,
14.927204,16.28607,29.87945,3.172317,,
14.928037,16.245787,29.881115,3.172279,,
14.92887,16.207695,29.882782,3.17224,,
14.929704,16.169924,29.884449,3.172263,,
14.930537,16.130913,29.886116,3.172282,,
14.93137,16.087057,29.887783,3.172324,,
14.932203,16.043571,29.889448,3.172343,,
14.933037,16.000826,29.891115,3.172379,,
14.933869,15.957453,29.892782,3.172365,,
14.934703,15.918709,29.894449,3.172314,,
14.935536,15.880549,29.896116,3.172254,,
14.93637,15.842892,29.897781,3.172209,,
14.937202,15.800762,29.899448,3.172184,,
14.938036,15.756499,29.901115,3.172175,,
14.938869,15.712216,29.902782,3.172207,,
14.939702,15.667748,29.904449,3.172216,,
14.940536,15.625898,29.906115,3.172178,,
14.941369,15.588648,29.907782,3.172113,,
14.942202,15.551416,29.909449,3.17208,,
14.943035,15.513422,29.911116,3.172087,,
14.943869,15.470659,29.912783,3.171998,,
14.944702,15.427303,29.914448,3.171881,,
14.945535,15.383666,29.916115,3.171824,,
14.946368,15.340775,29.917782,3.171829,,
14.947202,15.302104,29.919449,3.171751,,
14.948034,15.264511,29.921116,3.171726,,
14.948868,15.227089,29.922781,3.171744,,
14.949701,15.188221,29.924448,3.171716,,
14.950535,15.144773,29.926115,3.171672,,
14.951367,15.101328,29.927782,3.171573,,
14.952201,15.057761,29.929449,3.171466,,
14.953034,15.016761,29.931114,3.171423,,
14.953867,14.980289,29.932781,3.171441,,
14.9547,14.94413,29.934448,3.171431,,
14.955534,14.910111,29.936115,3.1714,,
14.956367,14.87587,29.937782,3.171371,,
14.9572,14.837176,29.939447,3.171343,,
14.958034,14.795723,29.941114,3.171346,,
14.958867,14.753907,29.942781,3.171302,,
14.9597,14.714063,29.944448,3.171253,,
14.960533,14.67704,29.946115,3.171263,,
14.961367,14.640968,29.947781,3.171226,,
14.962199,14.604424,29.949448,3.17119,,
14.963033,14.562753,29.951115,3.171149,,
14.963866,14.521181,29.952782,3.171087,,
14.9647,14.478992,29.954449,3.171103,,
14.965532,14.437472,29.956114,3.171098,,
14.966366,14.399872,29.957781,3.171086,,
14.967199,14.363858,29.959448,3.171078,,
14.968032,14.328599,29.961115,3.171074,,
14.968865,14.290564,29.962782,3.171062,,
14.969699,14.249305,29.964447,3.171018,,
14.970531,14.207506,29.966114,3.17098,,
14.971365,14.165996,29.967781,3.170941,,
14.972198,14.12594,29.969448,3.170787,,
14.973032,14.089637,29.971115,3.170748,,
14.973865,14.053939,29.97278,3.170718,,
14.974698,14.018216,29.974447,3.170687,,
14.975532,13.978621,29.976114,3.17065,,
14.976364,13.938681,29.977781,3.170637,,
14.977198,13.897982,29.979448,3.170646,,
14.978031,13.857247,29.981113,3.170612,,
14.978865,13.820971,29.98278,3.17055,,
14.979697,13.786703,29.984447,3.170535,,
14.980531,13.752762,29.986115,3.17049,,
14.981364,13.716848,29.987782,3.170449,,
14.982197,13.677373,29.989447,3.17036,,
14.98303,13.638189,29.991114,3.170283,,
14.983864,13.598289,29.992781,3.170251,,
14.984696,13.5588,29.994448,3.17025,,
14.98553,13.524414,29.996115,3.170215,,
14.986363,13.49065,29.99778,3.170188,,
14.987197,13.457407,29.999447,3.170119,,
14.988029,13.419671,30.001114,3.17009,,
14.988863,13.3805,30.002781,3.170081,,
14.989697,13.341664,30.004448,3.170063,,
14.990529,13.302583,30.006113,3.17002,,
14.991363,13.264894,30.00778,3.169999,,
14.992196,13.231904,30.009447,3.170004,,
14.99303,13.199146,30.011114,3.169949,,
14.993862,13.165071,30.012781,3.169924,,
14.994696,13.126229,30.014446,3.169847,,
14.995529,13.087722,30.016113,3.169848,,
14.996362,13.049257,30.01778,3.169859,,
14.997195,13.01094,30.019447,3.169785,,
14.998029,12.975424,30.021114,3.169755,,
14.998861,12.942334,30.022779,3.169678,,
14.999695,12.90945,30.024446,3.169626,,
15.000528,12.872515,30.026114,3.169606,,
15.001362,12.834437,30.027781,3.169581,,
15.002194,12.796116,30.029448,3.169576,,
15.003028,12.758068,30.031113,3.169587,,
15.003861,12.720587,30.03278,3.169543,,
15.004694,12.688098,30.034447,3.16951,,
15.005527,12.655334,30.036114,3.169491,,
15.006361,12.622222,30.037781,3.169468,,
15.007195,12.584455,30.039446,3.169498,,
15.008027,12.546937,30.041113,3.16955,,
15.008861,12.510306,30.04278,3.1695,,
15.009694,12.476914,30.044447,3.169454,,
15.010527,12.444293,30.046114,3.169419,,
15.01136,12.412148,30.047779,3.169444,,
15.012194,12.380076,30.049446,3.169453,,
15.013026,12.346499,30.051113,3.169378,,
15.01386,12.310346,30.05278,3.169353,,
15.014693,12.273564,30.054447,3.169368,,
15.015527,12.237043,30.056112,3.16934,,
15.016359,12.200602,30.057779,3.169281,,
15.017193,12.167158,30.059446,3.169327,,
15.018026,12.135193,30.061113,3.169285,,
15.018859,12.103645,30.06278,3.169322,,
15.019692,12.067129,30.064445,3.16933,,
15.020526,12.029867,30.066113,3.169318,,
15.021359,11.992271,30.06778,3.169337,,
15.022192,11.955007,30.069447,3.16933,,
15.023026,11.91928,30.071114,3.169289,,
15.023859,11.887318,30.072779,3.169301,,
15.024692,11.85568,30.074446,3.169261,,
15.025525,11.822178,30.076113,3.169221,,
15.026359,11.785192,30.07778,3.169212,,
15.027191,11.748044,30.079447,3.169194,,
15.028025,11.710853,30.081112,3.169158,,
15.028858,11.67366,30.082779,3.169171,,
15.029692,11.640534,30.084446,3.169179,,
15.030524,11.608116,30.086113,3.169148,,
15.031358,11.576541,30.08778,3.169106,,
15.032191,11.541255,30.089445,3.169066,,
15.033024,11.505395,30.091112,3.169062,,
15.033857,11.4698,30.092779,3.169037,,
15.034691,11.433245,30.094446,3.168991,,
15.035524,11.398789,30.096113,3.168998,,
15.036357,11.368375,30.097778,3.168989,,
15.03719,11.338268,30.099445,3.168961,,
15.038024,11.306813,30.101112,3.168979,,
15.038857,11.271922,30.102779,3.168974,,
15.03969,11.237615,30.104446,3.168976,,
15.040524,11.202679,30.106112,3.168971,,
15.041356,11.168153,30.107779,3.169012,,
15.04219,11.137177,30.109446,3.168986,,
15.043023,11.107466,30.111113,3.168929,,
15.043857,11.077949,30.11278,3.168886,,
15.044689,11.046122,30.114445,3.168843,,
15.045523,11.012465,30.116112,3.168815,,
15.046356,10.979373,30.117779,3.168774,,
15.047189,10.945743,30.119446,3.16874,,
15.048022,10.912612,30.121113,3.168638,,
15.048856,10.884196,30.122778,3.16858,,
15.049689,10.856056,30.124445,3.168525,,
15.050522,10.827673,30.126112,3.168494,,
15.051355,10.794394,30.127779,3.168422,,
15.052189,10.761139,30.129446,3.168401,,
15.053021,10.728202,30.131111,3.1684,,
15.053855,10.695373,30.132778,3.168409,,
15.054688,10.664362,30.134445,3.168437,,
15.055521,10.635594,30.136112,3.168461,,
15.056355,10.606782,30.137779,3.16848,,
15.057188,10.575439,30.139444,3.168435,,
15.058022,10.542529,30.141111,3.168435,,
15.058854,10.509625,30.142778,3.168426,,
15.059688,10.476411,30.144445,3.168361,,
15.060521,10.443875,30.146112,3.168285,,
15.061354,10.416234,30.147778,3.168292,,
15.062187,10.389461,30.149445,3.168246,,
15.063021,10.364527,30.151112,3.168229,,
15.063854,10.335953,30.152779,3.168185,,
15.064687,10.305095,30.154446,3.168152,,
15.06552,10.273389,30.156111,3.168176,,
15.066354,10.24135,30.157778,3.168161,,
15.067186,10.211246,30.159445,3.168126,,
15.06802,10.184283,30.161112,3.168123,,
15.068853,10.157986,30.162779,3.168107,,
15.069686,10.131041,30.164444,3.168035,,
15.070519,10.100889,30.166111,3.16801,,
15.071353,10.070569,30.167778,3.167974,,
15.072186,10.040278,30.169445,3.167954,,
15.073019,10.009771,30.171112,3.167918,,
15.073853,9.982632,30.172777,3.167885,,
15.074686,9.95614,30.174444,3.167825,,
15.075519,9.929933,30.176111,3.167822,,
15.076352,9.900975,30.177778,3.167802,,
15.077186,9.870317,30.179445,3.167773,,
15.078019,9.840042,30.18111,3.167708,,
15.078852,9.80933,30.182777,3.167672,,
15.079685,9.780058,30.184444,3.167615,,
15.080519,9.753845,30.186111,3.167576,,
15.081351,9.727654,30.187778,3.167563,,
15.082185,9.701645,30.189444,3.167601,,
15.083018,9.672147,30.191111,3.167559,,
15.083851,9.642485,30.192778,3.167571,,
15.084684,9.612527,30.194445,3.167533,,
15.085518,9.582819,30.196112,3.167493,,
15.086351,9.555392,30.197777,3.167482,,
15.087184,9.529369,30.199444,3.167468,,
15.088017,9.503595,30.201111,3.167455,,
15.088851,9.476065,30.202778,3.167478,,
15.089684,9.446764,30.204445,3.167467,,
15.090517,9.417393,30.20611,3.16748,,
15.091351,9.387754,30.207777,3.167442,,
15.092184,9.35889,30.209444,3.16742,,
15.093017,9.334628,30.211111,3.167357,,
15.09385,9.310349,30.212778,3.167337,,
15.094684,9.286059,30.214443,3.167319,,
15.095516,9.258598,30.21611,3.167329,,
15.09635,9.230497,30.217777,3.167358,,
15.097183,9.202646,30.219444,3.167339,,
15.098016,9.174663,30.221111,3.16729,,
15.098849,9.149683,30.222776,3.167172,,
15.099683,9.125967,30.224443,3.167156,,
15.100516,9.102194,30.22611,3.167145,,
15.101349,9.077093,30.227777,3.167118,,
15.102182,9.048994,30.229445,3.167165,,
15.103016,9.021351,30.23111,3.167182,,
15.103848,8.99307,30.232777,3.16718,,
15.104682,8.96608,30.234444,3.167157,,
15.105515,8.942513,30.236111,3.167135,,
15.106349,8.918738,30.237778,3.167164,,
15.107182,8.894808,30.239443,3.167145,,
15.108015,8.8686,30.24111,3.167166,,
15.108849,8.841795,30.242777,3.167159,,
15.109681,8.815,30.244444,3.167172,,
15.110515,8.788045,30.246111,3.167197,,
15.111348,8.762358,30.247776,3.167203,,
15.112181,8.7396,30.249443,3.16716,,
15.113014,8.716709,30.25111,3.167122,,
15.113848,8.692569,30.252777,3.167114,,
15.114681,8.666042,30.254444,3.167067,,
15.115514,8.640371,30.256111,3.166963,,
15.116347,8.616424,30.257776,3.166903,,
15.117181,8.59306,30.259443,3.166908,,
15.118013,8.570094,30.26111,3.166861,,
15.118847,8.5479,30.262777,3.166798,,
15.11968,8.52583,30.264444,3.166783,,
15.120514,8.502286,30.266109,3.166738,,
15.121346,8.476849,30.267776,3.16672,,
15.12218,8.451322,30.269444,3.16663,,
15.123013,8.425824,30.271111,3.166542,,
15.123846,8.400356,30.272778,3.166521,,
15.12468,8.377933,30.274443,3.166516,,
15.125513,8.356113,30.27611,3.166475,,
15.126346,8.334343,30.277777,3.166451,,
15.127179,8.309109,30.279444,3.166435,,
15.128013,8.283252,30.281111,3.166383,,
15.128846,8.257586,30.282776,3.166359,,
15.129679,8.231973,30.284443,3.166373,,
15.130512,8.20797,30.28611,3.166387,,
15.131346,8.185772,30.287777,3.166386,,
15.132178,8.16357,30.289444,3.166411,,
15.133012,8.140597,30.291109,3.166364,,
15.133845,8.115421,30.292776,3.16633,,
15.134679,8.090079,30.294443,3.166306,,
15.135511,8.064766,30.29611,3.166282,,
15.136345,8.039205,30.297777,3.166312,,
15.137178,8.016884,30.299442,3.166266,,
15.138011,7.995115,30.301109,3.166263,,
15.138844,7.973341,30.302776,3.16626,,
15.139678,7.95,30.304443,3.166228,,
15.140511,7.92572,30.30611,3.166237,,
15.141344,7.901585,30.307775,3.166206,,
15.142178,7.877242,30.309443,3.166192,,
15.143011,7.855014,30.31111,3.166176,,
15.143844,7.835027,30.312777,3.166158,,
15.144677,7.815262,30.314444,3.166191,,
15.145511,7.79515,30.316109,3.166167,,
15.146343,7.771887,30.317776,3.166131,,
15.147177,7.748123,30.319443,3.1661,,
15.14801,7.724998,30.32111,3.166096,,
15.148844,7.701665,30.322777,3.166063,,
15.149676,7.680953,30.324442,3.166029,,
15.15051,7.660679,30.326109,3.166028,,
15.151343,7.640392,30.327776,3.166028,,
15.152176,7.619606,30.329443,3.166017,,
15.153009,7.596611,30.33111,3.165984,,
