UV 1_280,UV 1_280,Cond,Cond,Conc B,Conc B
ml,mAU,ml,mS/cm,ml,%
UV 1_280 ml,UV 1_280 mAU,Cond ml,Cond mS/cm,Conc B ml,Conc B %
8.444667,0.097697,16.912968,3.113125,,
8.445499,0.097746,16.914635,3.113092,,
8.446333,0.097792,16.916302,3.113055,,
8.447166,0.097835,16.917967,3.113067,,
8.447999,0.097876,16.919634,3.113066,,
8.448833,0.097864,16.921301,3.113042,,
8.449666,0.097709,16.922968,3.113009,,
8.4505,0.097519,16.924635,3.113005,,
8.451332,0.097328,16.9263,3.11294,,
8.452166,0.097139,16.927967,3.112862,,
8.452999,0.097085,16.929634,3.112816,,
8.453832,0.097102,16.931301,3.112801,,
8.454665,0.097129,16.932968,3.112792,,
8.455499,0.097049,16.934633,3.112813,,
8.456332,0.096835,16.9363,3.112857,,
8.457165,0.096595,16.937967,3.112871,,
8.457998,0.096356,16.939634,3.112836,,
8.458832,0.096125,16.941301,3.112778,,
8.459664,0.095972,16.942966,3.112768,,
8.460498,0.095838,16.944633,3.112764,,
8.461331,0.095703,16.946301,3.112751,,
8.462164,0.095542,16.947968,3.112784,,
8.462997,0.095377,16.949635,3.112807,,
8.463831,0.09521,16.9513,3.112831,,
8.464664,0.095045,16.952967,3.112848,,
8.465497,0.094613,16.954634,3.112918,,
8.466331,0.093948,16.956301,3.112961,,
8.467164,0.093257,16.957968,3.112922,,
8.467997,0.092603,16.959633,3.112907,,
8.46883,0.092092,16.9613,3.112884,,
8.469664,0.091614,16.962967,3.112874,,
8.470497,0.091129,16.964634,3.112847,,
8.47133,0.090671,16.966301,3.11278,,
8.472163,0.09038,16.967966,3.112724,,
8.472997,0.090112,16.969633,3.112693,,
8.473829,0.089846,16.9713,3.112645,,
8.474663,0.089617,16.972967,3.112618,,
8.475496,0.089409,16.974634,3.112596,,
8.476329,0.089203,16.976299,3.112647,,
8.477162,0.088995,16.977966,3.112617,,
8.477996,0.089109,16.979633,3.112624,,
8.478829,0.089576,16.9813,3.112638,,
8.479662,0.090073,16.982967,3.112642,,
8.480495,0.090562,16.984632,3.112662,,
8.481329,0.090379,16.9863,3.11265,,
8.482162,0.090076,16.987967,3.112645,,
8.482995,0.089763,16.989634,3.112639,,
8.483829,0.089452,16.991301,3.112611,,
8.484662,0.088499,16.992966,3.112569,,
8.485495,0.087451,16.994633,3.112559,,
8.486328,0.086488,16.9963,3.112574,,
8.487162,0.085537,16.997967,3.112551,,
8.487994,0.085034,16.999634,3.112533,,
8.488828,0.084702,17.001299,3.112524,,
8.489661,0.084368,17.002966,3.112532,,
8.490494,0.084084,17.004633,3.112487,,
8.491327,0.083934,17.0063,3.112457,,
8.492161,0.083833,17.007967,3.112482,,
8.492994,0.083731,17.009632,3.112476,,
8.493827,0.083565,17.011299,3.112459,,
8.49466,0.083282,17.012966,3.112412,,
8.495494,0.082961,17.014633,3.112392,,
8.496326,0.082643,17.0163,3.112343,,
8.49716,0.08242,17.017965,3.11226,,
8.497993,0.082332,17.019632,3.112207,,
8.498827,0.082278,17.021299,3.112206,,
8.49966,0.082225,17.022966,3.112192,,
8.500493,0.082305,17.024633,3.112195,,
8.501327,0.082442,17.026299,3.11221,,
8.502159,0.082584,17.027966,3.112199,,
8.502993,0.082725,17.029633,3.112201,,
8.503826,0.082891,17.0313,3.112188,,
8.504659,0.083065,17.032967,3.112236,,
8.505492,0.083237,17.034632,3.112265,,
8.506326,0.083373,17.036299,3.112304,,
8.507159,0.08335,17.037966,3.112327,,
8.507992,0.083287,17.039633,3.112319,,
8.508825,0.083223,17.0413,3.112239,,
8.509659,0.083126,17.042965,3.112171,,
8.510491,0.082886,17.044632,3.112153,,
8.511325,0.082612,17.046299,3.112193,,
8.512158,0.082339,17.047966,3.112206,,
8.512992,0.082177,17.049633,3.112243,,
8.513824,0.08209,17.051298,3.112242,,
8.514658,0.082012,17.052965,3.112263,,
8.515491,0.081935,17.054632,3.112307,,
8.516324,0.081821,17.056299,3.112256,,
8.517158,0.081685,17.057966,3.112256,,
8.517991,0.081547,17.059631,3.112309,,
8.518824,0.081356,17.061298,3.112311,,
8.519657,0.080948,17.062965,3.112299,,
8.520491,0.080508,17.064632,3.112328,,
8.521324,0.080064,17.066299,3.112349,,
8.522157,0.079627,17.067965,3.112352,,
8.52299,0.079821,17.069632,3.112354,,
8.523824,0.080178,17.071299,3.112319,,
8.524656,0.080542,17.072966,3.11233,,
8.52549,0.080985,17.074633,3.112275,,
8.526323,0.081625,17.076298,3.11231,,
8.527157,0.082292,17.077965,3.112336,,
8.527989,0.082953,17.079632,3.11235,,
8.528823,0.083615,17.081299,3.112406,,
8.529656,0.083608,17.082966,3.112422,,
8.530489,0.083541,17.084631,3.112429,,
8.531322,0.083473,17.086298,3.112437,,
8.532156,0.08332,17.087965,3.112473,,
8.532989,0.08314,17.089632,3.112498,,
8.533822,0.082957,17.091299,3.1125,,
8.534656,0.082775,17.092964,3.112481,,
8.535489,0.082676,17.094631,3.112508,,
8.536322,0.082707,17.096298,3.11254,,
8.537155,0.082743,17.097965,3.112519,,
8.537989,0.08276,17.099632,3.112503,,
8.538821,0.082598,17.101297,3.112505,,
8.539655,0.082445,17.102964,3.112557,,
8.540488,0.082297,17.104631,3.112561,,
8.541322,0.082138,17.106298,3.112582,,
8.542154,0.081848,17.107965,3.112576,,
8.542988,0.081491,17.109631,3.112615,,
8.543821,0.081126,17.111298,3.112609,,
8.544654,0.080865,17.112965,3.112657,,
8.545487,0.080748,17.114632,3.112724,,
8.546321,0.08067,17.116299,3.112716,,
8.547153,0.080591,17.117964,3.112802,,
8.547987,0.080548,17.119631,3.112844,,
8.54882,0.080656,17.121298,3.112838,,
8.549654,0.080814,17.122965,3.112857,,
8.550487,0.080971,17.124632,3.11289,,
8.55132,0.080827,17.126297,3.112911,,
8.552154,0.080541,17.127964,3.112943,,
8.552986,0.080245,17.129631,3.112956,,
8.55382,0.07995,17.131298,3.112915,,
8.554653,0.079548,17.132965,3.112823,,
8.555487,0.079073,17.13463,3.112807,,
8.556319,0.078581,17.136297,3.112827,,
8.557153,0.078234,17.137964,3.112842,,
8.557986,0.078267,17.139631,3.112845,,
8.558819,0.078395,17.141298,3.112865,,
8.559652,0.078524,17.142963,3.1129,,
8.560486,0.0787,17.14463,3.112911,,
8.561318,0.079081,17.146297,3.112919,,
8.562152,0.079511,17.147964,3.11297,,
8.562985,0.079944,17.149632,3.112999,,
8.563819,0.080275,17.151297,3.113056,,
8.564651,0.080536,17.152964,3.113052,,
8.565485,0.08079,17.154631,3.113097,,
8.566319,0.081044,17.156298,3.113158,,
8.567151,0.081225,17.157965,3.113195,,
8.567985,0.081215,17.15963,3.113187,,
8.568818,0.081171,17.161297,3.113179,,
8.569652,0.081072,17.162964,3.113168,,
8.570484,0.080746,17.164631,3.113195,,
8.571318,0.080376,17.166298,3.113284,,
8.572151,0.080008,17.167963,3.113309,,
8.572984,0.079641,17.16963,3.113374,,
8.573817,0.079352,17.171297,3.113371,,
8.574651,0.079093,17.172964,3.113366,,
8.575483,0.07884,17.174631,3.113448,,
8.576317,0.078583,17.176296,3.113472,,
8.57715,0.078326,17.177963,3.113523,,
8.577984,0.078069,17.17963,3.113516,,
8.578816,0.07781,17.181297,3.113538,,
8.57965,0.077571,17.182964,3.113608,,
8.580483,0.0775,17.184629,3.113622,,
8.581316,0.077448,17.186296,3.113653,,
8.58215,0.077395,17.187963,3.113695,,
8.582983,0.077399,17.189631,3.113701,,
8.583817,0.077409,17.191298,3.113731,,
8.584649,0.07742,17.192965,3.11383,,
8.585483,0.07743,17.19463,3.113853,,
8.586316,0.077308,17.196297,3.113868,,
8.587149,0.077043,17.197964,3.113928,,
8.587982,0.076769,17.199631,3.113942,,
8.588816,0.076326,17.201298,3.113963,,
8.589648,0.075612,17.202963,3.113968,,
8.590482,0.074886,17.20463,3.114044,,
8.591315,0.074155,17.206297,3.114058,,
8.592149,0.073436,17.207964,3.114085,,
8.592981,0.073121,17.209631,3.114136,,
8.593815,0.072876,17.211296,3.114162,,
8.594648,0.072621,17.212963,3.114222,,
8.595481,0.072612,17.21463,3.114262,,
8.596314,0.07278,17.216297,3.114301,,
8.597148,0.072976,17.217964,3.114271,,
8.597981,0.073171,17.219629,3.114323,,
8.598814,0.073235,17.221296,3.114398,,
8.599648,0.072931,17.222963,3.114505,,
8.600481,0.072508,17.22463,3.114524,,
8.601314,0.071906,17.226297,3.114557,,
8.602147,0.07083,17.227962,3.114565,,
8.602981,0.069595,17.22963,3.114595,,
8.603813,0.068363,17.231297,3.114654,,
8.604647,0.067133,17.232964,3.114741,,
8.60548,0.065995,17.234631,3.114805,,
8.606314,0.064929,17.236296,3.114863,,
8.607146,0.063869,17.237963,3.114872,,
8.60798,0.063336,17.23963,3.114959,,
8.608813,0.063105,17.241297,3.115066,,
8.609646,0.062914,17.242964,3.115093,,
8.610479,0.062721,17.244629,3.11513,,
8.611313,0.062579,17.246296,3.115161,,
8.612146,0.062654,17.247963,3.115249,,
8.612979,0.062784,17.24963,3.115306,,
8.613812,0.062925,17.251297,3.115369,,
8.614646,0.063111,17.252962,3.115456,,
8.615479,0.063307,17.254629,3.115539,,
8.616312,0.063503,17.256296,3.11558,,
8.617146,0.063699,17.257963,3.115644,,
8.617978,0.063898,17.25963,3.115748,,
8.618812,0.064098,17.261295,3.115806,,
8.619645,0.064297,17.262962,3.115874,,
8.620479,0.064473,17.264629,3.115907,,
8.621311,0.064615,17.266296,3.115972,,
8.622145,0.064754,17.267963,3.116067,,
8.622978,0.064893,17.269629,3.116174,,
8.623811,0.065028,17.271296,3.116293,,
8.624644,0.065115,17.272963,3.116317,,
8.625478,0.06519,17.27463,3.116374,,
8.626311,0.065265,17.276297,3.116448,,
8.627144,0.06523,17.277962,3.116565,,
8.627977,0.065144,17.279629,3.116637,,
8.628811,0.065053,17.281296,3.116709,,
8.629643,0.064962,17.282963,3.116868,,
8.630477,0.065025,17.28463,3.116913,,
8.63131,0.065348,17.286295,3.116958,,
8.632143,0.065708,17.287962,3.117028,,
8.632977,0.066088,17.289629,3.117096,,
8.63381,0.066615,17.291296,3.117186,,
8.634644,0.067163,17.292963,3.117239,,
8.635476,0.06771,17.294628,3.117345,,
8.63631,0.068258,17.296295,3.117473,,
8.637143,0.068476,17.297962,3.117597,,
8.637976,0.068566,17.299629,3.117734,,
8.638809,0.068645,17.301296,3.117832,,
8.639643,0.068547,17.302961,3.117915,,
8.640476,0.068313,17.304628,3.117967,,
8.641309,0.068064,17.306295,3.11807,,
8.642142,0.067815,17.307962,3.118179,,
8.642976,0.067791,17.309629,3.118305,,
8.643808,0.068309,17.311295,3.118391,,
8.644642,0.068869,17.312962,3.118554,,
8.645475,0.069429,17.314629,3.118656,,
8.646308,0.070317,17.316296,3.11877,,
8.647141,0.071304,17.317963,3.118885,,
8.647975,0.072352,17.319628,3.118996,,
8.648808,0.073458,17.321295,3.119069,,
8.649641,0.074125,17.322962,3.119164,,
8.650475,0.074454,17.324629,3.119221,,
8.651308,0.074727,17.326296,3.11933,,
8.652141,0.074945,17.327961,3.119449,,
8.652974,0.074914,17.329628,3.119555,,
8.653808,0.074786,17.331295,3.11967,,
8.654641,0.074658,17.332962,3.119828,,
8.655474,0.074521,17.334629,3.119967,,
8.656307,0.074343,17.336294,3.120084,,
8.657141,0.07415,17.337961,3.120245,,
8.657973,0.073958,17.339628,3.120337,,
8.658807,0.073502,17.341295,3.120423,,
8.65964,0.072771,17.342962,3.120538,,
8.660474,0.07197,17.344627,3.120608,,
8.661306,0.071178,17.346294,3.120769,,
8.66214,0.070402,17.347961,3.120924,,
8.662973,0.069658,17.349628,3.121034,,
8.663806,0.068925,17.351295,3.121179,,
8.664639,0.068185,17.352961,3.121285,,
8.665473,0.067803,17.354628,3.121356,,
8.666306,0.067534,17.356295,3.121461,,
8.667139,0.067263,17.357962,3.121553,,
8.667973,0.066996,17.359629,3.121686,,
8.668806,0.066829,17.361294,3.121835,,
8.669639,0.066718,17.362961,3.121967,,
8.670472,0.066615,17.364628,3.122132,,
8.671306,0.066522,17.366295,3.122255,,
8.672138,0.066447,17.367962,3.122368,,
8.672972,0.066377,17.369627,3.122447,,
8.673805,0.066307,17.371294,3.122569,,
8.674639,0.066221,17.372961,3.122647,,
8.675471,0.065997,17.374628,3.122765,,
8.676305,0.065739,17.376295,3.12288,,
8.677138,0.065479,17.37796,3.12302,,
8.677971,0.065206,17.379627,3.12316,,
8.678804,0.064926,17.381294,3.123269,,
8.679638,0.06464,17.382961,3.123377,,
8.68047,0.064356,17.384628,3.12352,,
8.681304,0.064235,17.386293,3.123661,,
8.682137,0.064257,17.38796,3.123804,,
8.682971,0.0643,17.389627,3.123945,,
8.683804,0.064344,17.391294,3.124027,,
8.684637,0.064304,17.392962,3.124199,,
8.685471,0.06425,17.394627,3.124389,,
8.686303,0.064196,17.396294,3.124507,,
8.687137,0.064142,17.397961,3.124634,,
8.68797,0.063737,17.399628,3.12474,,
8.688804,0.063129,17.401295,3.124876,,
8.689636,0.062506,17.40296,3.125015,,
8.69047,0.062159,17.404627,3.12519,,
8.691303,0.062142,17.406294,3.125317,,
8.692136,0.062164,17.407961,3.125393,,
8.692969,0.062186,17.409628,3.125521,,
8.693803,0.062279,17.411293,3.125693,,
8.694635,0.062672,17.41296,3.125906,,
8.695469,0.063092,17.414627,3.125997,,
8.696302,0.063514,17.416294,3.126141,,
8.697136,0.063627,17.417961,3.126309,,
8.697968,0.063572,17.419626,3.126447,,
8.698802,0.063506,17.421293,3.126575,,
8.699636,0.063442,17.42296,3.126647,,
8.700468,0.063667,17.424627,3.126735,,
8.701302,0.064103,17.426294,3.126873,,
8.702135,0.064625,17.427959,3.127064,,
8.702969,0.065161,17.429626,3.127205,,
8.703801,0.065669,17.431293,3.1274,,
8.704635,0.066167,17.432961,3.127521,,
8.705468,0.06666,17.434628,3.127653,,
8.706301,0.067155,17.436293,3.127825,,
8.707134,0.06733,17.43796,3.127898,,
8.707968,0.067359,17.439627,3.12802,,
8.7088,0.067389,17.441294,3.128186,,
8.709634,0.06747,17.442961,3.128383,,
8.710467,0.067694,17.444626,3.128566,,
8.711301,0.067967,17.446293,3.128693,,
8.712133,0.06824,17.44796,3.128893,,
8.712967,0.068506,17.449627,3.129035,,
8.7138,0.068755,17.451294,3.129163,,
8.714633,0.068995,17.452959,3.129322,,
8.715466,0.069238,17.454626,3.12949,,
8.7163,0.069498,17.456293,3.129637,,
8.717134,0.069782,17.45796,3.129835,,
8.717966,0.070074,17.459627,3.130023,,
8.7188,0.070363,17.461292,3.1302,,
8.719633,0.070666,17.462959,3.130335,,
8.720466,0.07098,17.464626,3.130474,,
8.721299,0.071296,17.466293,3.130615,,
8.722133,0.071614,17.46796,3.130814,,
8.722965,0.07204,17.469625,3.130965,,
8.723799,0.072517,17.471292,3.131096,,
8.724632,0.072996,17.47296,3.131245,,
8.725466,0.073474,17.474627,3.131378,,
8.726298,0.074027,17.476294,3.131553,,
8.727132,0.074601,17.477959,3.131748,,
8.727965,0.07518,17.479626,3.131858,,
8.728798,0.075723,17.481293,3.132004,,
8.729631,0.076198,17.48296,3.132196,,
8.730465,0.076659,17.484627,3.132315,,
8.731298,0.077121,17.486292,3.132422,,
8.732131,0.077317,17.487959,3.132532,,
8.732965,0.077187,17.489626,3.132638,,
8.733798,0.076998,17.491293,3.132845,,
8.734631,0.076807,17.49296,3.13301,,
8.735464,0.076702,17.494625,3.133152,,
8.736298,0.076632,17.496292,3.133354,,
8.73713,0.076566,17.497959,3.133513,,
8.737964,0.0765,17.499626,3.133715,,
8.738797,0.076724,17.501293,3.133853,,
8.739631,0.077129,17.502958,3.134052,,
8.740463,0.077549,17.504625,3.134215,,
8.741297,0.077846,17.506292,3.134344,,
8.74213,0.077818,17.507959,3.134488,,
8.742963,0.077743,17.509626,3.134619,,
8.743796,0.077668,17.511292,3.134801,,
8.74463,0.077594,17.512959,3.134936,,
8.745463,0.077556,17.514626,3.135053,,
8.746296,0.077523,17.516293,3.135141,,
8.747129,0.07749,17.51796,3.135282,,
8.747963,0.077258,17.519625,3.135521,,
8.748796,0.076924,17.521292,3.135708,,
8.749629,0.076576,17.522959,3.135899,,
8.750463,0.07623,17.524626,3.136067,,
8.751295,0.075814,17.526293,3.136228,,
8.752129,0.075236,17.527958,3.136351,,
8.752962,0.074665,17.529625,3.136499,,
8.753796,0.074175,17.531292,3.136661,,
8.754628,0.07399,17.532959,3.13679,,
8.755462,0.073888,17.534626,3.137002,,
8.756295,0.073784,17.536291,3.137153,,
8.757128,0.073678,17.537958,3.13734,,
8.757961,0.073556,17.539625,3.137502,,
8.758795,0.07341,17.541292,3.137623,,
8.759628,0.073255,17.542959,3.137813,,
8.760461,0.073253,17.544624,3.137934,,
8.761294,0.073474,17.546291,3.138056,,
8.762128,0.073765,17.547958,3.138231,,
8.76296,0.074055,17.549625,3.138378,,
8.763794,0.074348,17.551292,3.138525,,
8.764627,0.074536,17.552958,3.138676,,
8.76546,0.074669,17.554625,3.138846,,
8.766294,0.074797,17.556292,3.13903,,
8.767127,0.07458,17.557959,3.139151,,
8.767961,0.074078,17.559626,3.139345,,
8.768793,0.073516,17.561291,3.139477,,
8.769627,0.072956,17.562958,3.139638,,
8.77046,0.072431,17.564625,3.139805,,
8.771293,0.071972,17.566292,3.139939,,
8.772126,0.071525,17.567959,3.140108,,
8.77296,0.071126,17.569624,3.140239,,
8.773793,0.070935,17.571291,3.140402,,
8.774626,0.070808,17.572958,3.140579,,
8.775459,0.070682,17.574625,3.140718,,
8.776293,0.070555,17.576292,3.140878,,
8.777125,0.070351,17.577957,3.141027,,
8.777959,0.070108,17.579624,3.141155,,
8.778792,0.069859,17.581291,3.14128,,
8.779625,0.069531,17.582958,3.141404,,
8.780458,0.069155,17.584625,3.141536,,
8.781292,0.06877,17.586292,3.14168,,
8.782125,0.068381,17.587957,3.14175,,
8.782958,0.068114,17.589624,3.14181,,
8.783792,0.068156,17.591291,3.141985,,
8.784625,0.068267,17.592958,3.142093,,
8.785458,0.06838,17.594625,3.142174,,
8.786291,0.068497,17.596291,3.142262,,
8.787125,0.068615,17.597958,3.142397,,
8.787958,0.068735,17.599625,3.142503,,
8.788791,0.068853,17.601292,3.142651,,
8.789624,0.069153,17.602959,3.142756,,
8.790458,0.069569,17.604624,3.142918,,
8.79129,0.069999,17.606291,3.143039,,
8.792124,0.070719,17.607958,3.143185,,
8.792957,0.071673,17.609625,3.143296,,
8.79379,0.072674,17.611292,3.143401,,
8.794623,0.073671,17.612957,3.143506,,
8.795457,0.074624,17.614624,3.143638,,
8.79629,0.075202,17.616291,3.143723,,
8.797123,0.075712,17.617958,3.14385,,
8.797956,0.076227,17.619625,3.143952,,
8.79879,0.076668,17.62129,3.144089,,
8.799623,0.077098,17.622957,3.144195,,
8.800456,0.077529,17.624624,3.144346,,
8.80129,0.077963,17.626291,3.144466,,
8.802123,0.078195,17.627958,3.144587,,
8.802956,0.078204,17.629623,3.144722,,
8.803789,0.07819,17.63129,3.144851,,
8.804623,0.078174,17.632957,3.145048,,
8.805455,0.078149,17.634624,3.145226,,
8.806289,0.078123,17.636292,3.145383,,
8.807122,0.078099,17.637957,3.145497,,
8.807955,0.078075,17.639624,3.145585,,
8.808788,0.078368,17.641291,3.145687,,
8.809622,0.078955,17.642958,3.145792,,
8.810455,0.079616,17.644625,3.145875,,
8.811288,0.079993,17.64629,3.146023,,
8.812121,0.080105,17.647957,3.146204,,
8.812955,0.080155,17.649624,3.146334,,
8.813787,0.080205,17.651291,3.146456,,
8.814621,0.080211,17.652958,3.146604,,
8.815454,0.080021,17.654623,3.146773,,
8.816288,0.079752,17.65629,3.146978,,
8.817121,0.079482,17.657957,3.147151,,
8.817954,0.079415,17.659624,3.147268,,
8.818788,0.079433,17.661291,3.147405,,
8.81962,0.079452,17.662956,3.147556,,
8.820454,0.07947,17.664623,3.147743,,
8.821287,0.079557,17.66629,3.147838,,
8.82212,0.0797,17.667957,3.147913,,
8.822953,0.079855,17.669624,3.148048,,
8.823787,0.080018,17.671289,3.148164,,
8.82462,0.080189,17.672956,3.148256,,
8.825453,0.080362,17.674623,3.148354,,
8.826286,0.080537,17.676291,3.148484,,
8.82712,0.080711,17.677958,3.148574,,
8.827952,0.08088,17.679623,3.148655,,
8.828786,0.081047,17.68129,3.148692,,
8.829619,0.081215,17.682957,3.148753,,
8.830453,0.08161,17.684624,3.148825,,
8.831285,0.082101,17.686291,3.148903,,
8.832119,0.082604,17.687956,3.149003,,
8.832952,0.083105,17.689623,3.149136,,
8.833785,0.083341,17.69129,3.149278,,
8.834619,0.083326,17.692957,3.149319,,
8.835452,0.083262,17.694624,3.149415,,
8.836285,0.083152,17.696289,3.1495,,
8.837118,0.08262,17.697956,3.149637,,
8.837952,0.081982,17.699623,3.149806,,
8.838785,0.081344,17.70129,3.149912,,
8.839618,0.080717,17.702957,3.14998,,
8.840451,0.080147,17.704622,3.15006,,
8.841285,0.079597,17.706289,3.150102,,
8.842117,0.079042,17.707956,3.150175,,
8.842951,0.078593,17.709623,3.150287,,
8.843784,0.078324,17.71129,3.150275,,
8.844618,0.078083,17.712955,3.150362,,
8.84545,0.077846,17.714622,3.15039,,
8.846284,0.077608,17.71629,3.150421,,
8.847117,0.077378,17.717957,3.150507,,
8.84795,0.077153,17.719624,3.150538,,
8.848783,0.076923,17.721289,3.150631,,
8.849617,0.076411,17.722956,3.150732,,
8.85045,0.075779,17.724623,3.150867,,
8.851283,0.07514,17.72629,3.150963,,
8.852117,0.074501,17.727957,3.151032,,
8.85295,0.074242,17.729622,3.151118,,
8.853783,0.074194,17.731289,3.151214,,
8.854616,0.074166,17.732956,3.151299,,
8.85545,0.074197,17.734623,3.151376,,
8.856282,0.074372,17.73629,3.151555,,
8.857116,0.074563,17.737955,3.151589,,
8.857949,0.074754,17.739622,3.151668,,
8.858783,0.074942,17.741289,3.151732,,
8.859615,0.074867,17.742956,3.151799,,
8.860449,0.074777,17.744623,3.151842,,
8.861282,0.07469,17.746288,3.151905,,
8.862115,0.074657,17.747955,3.151986,,
8.862948,0.074662,17.749622,3.152068,,
8.863782,0.074675,17.751289,3.152122,,
8.864614,0.074688,17.752956,3.152203,,
8.865448,0.074694,17.754622,3.152282,,
8.866282,0.07469,17.756289,3.152371,,
8.867115,0.074684,17.757956,3.152417,,
8.867948,0.07461,17.759623,3.152462,,
8.868781,0.07435,17.76129,3.152574,,
8.869615,0.074016,17.762955,3.152679,,
8.870447,0.073685,17.764622,3.152766,,
8.871281,0.073353,17.766289,3.152893,,
8.872114,0.072809,17.767956,3.152963,,
8.872948,0.072159,17.769623,3.153039,,
8.87378,0.071494,17.771288,3.153101,,
8.874614,0.070936,17.772955,3.153201,,
8.875447,0.070444,17.774622,3.153267,,
8.87628,0.069966,17.776289,3.153345,,
8.877113,0.069488,17.777956,3.153455,,
8.877947,0.069049,17.779621,3.15357,,
8.878779,0.069008,17.781288,3.153656,,
8.879613,0.069097,17.782955,3.153768,,
8.880446,0.069184,17.784622,3.153856,,
8.88128,0.069264,17.786289,3.153919,,
8.882113,0.069341,17.787954,3.154003,,
8.882946,0.06942,17.789621,3.154044,,
8.88378,0.069497,17.791288,3.154121,,
8.884612,0.069479,17.792955,3.154128,,
8.885446,0.069286,17.794622,3.154114,,
8.886279,0.069048,17.796288,3.15415,,
8.887113,0.068742,17.797955,3.154193,,
8.887945,0.068404,17.799622,3.154225,,
8.888779,0.068061,17.801289,3.154243,,
8.889612,0.067717,17.802956,3.154281,,
8.890445,0.067375,17.804621,3.154282,,
8.891278,0.06729,17.806288,3.154348,,
8.892112,0.067342,17.807955,3.154456,,
8.892944,0.067601,17.809622,3.154486,,
8.893778,0.06836,17.811289,3.154513,,
8.894611,0.069228,17.812954,3.154566,,
8.895445,0.070088,17.814621,3.154644,,
8.896277,0.07094,17.816288,3.154665,,
8.897111,0.07175,17.817955,3.154657,,
8.897944,0.072423,17.819622,3.154702,,
8.898777,0.073065,17.821287,3.154756,,
8.899611,0.0731,17.822954,3.154752,,
8.900444,0.072878,17.824621,3.154755,,
8.901278,0.072624,17.826288,3.154808,,
8.90211,0.072371,17.827955,3.154865,,
8.902944,0.072121,17.82962,3.154898,,
8.903777,0.071788,17.831287,3.154914,,
8.90461,0.071432,17.832954,3.154904,,
8.905443,0.07108,17.834621,3.154934,,
8.906277,0.07082,17.836288,3.154935,,
8.907109,0.070575,17.837954,3.154925,,
8.907943,0.07033,17.839621,3.154896,,
8.908776,0.070085,17.841288,3.154911,,
8.90961,0.069926,17.842955,3.154922,,
8.910442,0.069983,17.844622,3.154935,,
8.911276,0.070062,17.846287,3.154969,,
8.912109,0.070133,17.847954,3.154955,,
8.912942,0.070189,17.849621,3.154953,,
8.913775,0.070239,17.851288,3.155009,,
8.914609,0.070287,17.852955,3.155029,,
8.915442,0.070338,17.85462,3.15508,,
8.916275,0.070294,17.856287,3.155078,,
8.917109,0.070176,17.857954,3.155067,,
8.917942,0.070045,17.859621,3.155098,,
8.918775,0.069947,17.861288,3.155106,,
8.919608,0.069869,17.862953,3.15511,,
8.920442,0.069793,17.86462,3.155101,,
8.921274,0.069717,17.866287,3.155104,,
8.922108,0.069643,17.867954,3.155079,,
8.922941,0.069576,17.869621,3.155077,,
8.923775,0.069513,17.871286,3.155082,,
8.924607,0.069473,17.872953,3.155138,,
8.925441,0.0695,17.87462,3.155172,,
8.926274,0.069552,17.876287,3.155145,,
8.927107,0.069603,17.877954,3.155121,,
8.92794,0.069655,17.87962,3.155116,,
8.928774,0.069769,17.881287,3.155122,,
8.929607,0.069922,17.882954,3.155143,,
8.93044,0.070082,17.884621,3.155157,,
8.931273,0.069989,17.886288,3.155164,,
8.932107,0.06974,17.887953,3.155169,,
8.93294,0.069468,17.88962,3.1552,,
8.933773,0.069193,17.891287,3.155183,,
8.934607,0.068743,17.892954,3.155139,,
8.93544,0.06781,17.894621,3.155105,,
8.936273,0.066753,17.896286,3.155091,,
8.937106,0.065823,17.897953,3.155071,,
8.93794,0.065264,17.89962,3.155029,,
8.938772,0.064813,17.901287,3.154994,,
8.939606,0.064357,17.902954,3.154993,,
8.940439,0.063905,17.904619,3.155034,,
8.941272,0.064006,17.906286,3.154995,,
8.942105,0.064408,17.907953,3.154984,,
8.942939,0.064848,17.90962,3.154933,,
8.943772,0.065083,17.911287,3.154895,,
8.944605,0.065207,17.912952,3.154843,,
8.945438,0.06532,17.914619,3.154811,,
8.946272,0.065433,17.916286,3.154744,,
8.947104,0.065537,17.917953,3.154711,,
8.947938,0.065554,17.919621,3.154665,,
8.948771,0.06555,17.921286,3.154647,,
8.949605,0.065619,17.922953,3.154674,,
8.950438,0.06588,17.92462,3.154667,,
8.951271,0.066181,17.926287,3.154675,,
8.952105,0.066481,17.927954,3.154612,,
8.952937,0.066784,17.929619,3.154614,,
8.953771,0.067093,17.931286,3.154609,,
8.954604,0.067419,17.932953,3.154598,,
8.955437,0.067742,17.93462,3.154513,,
8.95627,0.067722,17.936287,3.154529,,
8.957104,0.067547,17.937952,3.154511,,
8.957937,0.067359,17.939619,3.154482,,
8.95877,0.067168,17.941286,3.154416,,
8.959603,0.06698,17.942953,3.154373,,
8.960437,0.066747,17.94462,3.1543,,
8.961269,0.066501,17.946285,3.154257,,
8.962103,0.066367,17.947952,3.154251,,
8.962936,0.066503,17.949619,3.15418,,
8.96377,0.066675,17.951286,3.15417,,
8.964602,0.066848,17.952953,3.154112,,
8.965436,0.067021,17.954618,3.154051,,
8.966269,0.06716,17.956285,3.154005,,
8.967102,0.067223,17.957952,3.153971,,
8.967936,0.067274,17.95962,3.153969,,
8.968769,0.06716,17.961287,3.153943,,
8.969602,0.066898,17.962952,3.153923,,
