Run Name,221006 ABm1-40 10.7.19
Run Date,04:08:52 PM   10-06-22
Method Name,Superdex75_10/300 SEC
Export Format Version, 1.00
Method ID, 2655
Points/Second, 5.00
Number of Records,  13470
Offset from Run Start Time,00:00:00
Run End Time,00:44:54
Time,Second
UV,AU,
Conductivity,mS/cm
Gradient Pump,<Not Selected>
Trace 3,<Not Available>
Trace 4,<Not Available>
Trace 5,<Not Available>
Trace 6,<Not Available>
GP Pressure,<Not Selected>
Volume,ml
Fraction,<Not Available>
Time,UV,Conductivity,Volume
    14.6,-0.000028,   3.749,     0.1
    14.8,-0.000014,   3.749,     0.1
    15.0,0.000010,   3.749,     0.2
    15.2,0.000045,   3.749,     0.2
    15.4,0.000098,   3.749,     0.2
    15.6,0.000191,   3.749,     0.2
    15.8,0.000271,   3.749,     0.2
    16.0,0.000282,   3.749,     0.2
    16.2,0.000301,   3.749,     0.2
    16.4,0.000295,   3.749,     0.2
    16.6,0.000321,   3.749,     0.2
    16.8,0.000349,   3.749,     0.2
    17.0,0.000388,   3.749,     0.2
    17.2,0.000382,   3.749,     0.2
    17.4,0.000366,   3.749,     0.2
    17.6,0.000351,   3.749,     0.2
    17.8,0.000339,   3.749,     0.2
    18.0,0.000283,   3.749,     0.2
    18.2,0.000225,   3.749,     0.2
    18.4,0.000204,   3.749,     0.2
    18.6,0.000174,   3.749,     0.2
    18.8,0.000163,   3.749,     0.2
    19.0,0.000149,   3.749,     0.2
    19.2,0.000099,   3.749,     0.2
    19.4,0.000071,   3.749,     0.2
    19.6,0.000039,   3.749,     0.2
    19.8,0.000026,   3.749,     0.2
    20.0,0.000004,   3.749,     0.2
    20.2,-0.000030,   3.749,     0.2
    20.4,-0.000034,   3.749,     0.2
    20.6,-0.000033,   3.749,     0.2
    20.8,-0.000014,   3.749,     0.2
    21.0,0.000000,   3.749,     0.2
    21.2,0.000019,   3.749,     0.2
    21.4,0.000051,   3.749,     0.2
    21.6,0.000117,   3.749,     0.2
    21.8,0.000164,   3.749,     0.2
    22.0,0.000195,   3.749,     0.2
    22.2,0.000217,   3.749,     0.2
    22.4,0.000246,   3.749,     0.2
    22.6,0.000271,   3.749,     0.2
    22.8,0.000274,   3.749,     0.2
    23.0,0.000271,   3.749,     0.2
    23.2,0.000257,   3.749,     0.2
    23.4,0.000233,   3.749,     0.2
    23.6,0.000227,   3.749,     0.2
    23.8,0.000225,   3.749,     0.2
    24.0,0.000238,   3.749,     0.2
    24.2,0.000230,   3.749,     0.2
    24.4,0.000227,   3.749,     0.2
    24.6,0.000271,   3.749,     0.2
    24.8,0.000319,   3.749,     0.2
    25.0,0.000326,   3.749,     0.3
    25.2,0.000289,   3.762,     0.3
    25.4,0.000222,   3.762,     0.3
    25.6,0.000138,   3.762,     0.3
    25.8,0.000129,   3.762,     0.3
    26.0,0.000113,   3.762,     0.3
    26.2,0.000099,   3.762,     0.3
    26.4,0.000081,   3.762,     0.3
    26.6,0.000084,   3.762,     0.3
    26.8,0.000095,   3.762,     0.3
    27.0,0.000045,   3.762,     0.3
    27.2,-0.000026,   3.762,     0.3
    27.4,-0.000042,   3.762,     0.3
    27.6,0.000012,   3.762,     0.3
    27.8,0.000118,   3.762,     0.3
    28.0,0.000230,   3.762,     0.3
    28.2,0.000280,   3.762,     0.3
    28.4,0.000293,   3.762,     0.3
    28.6,0.000282,   3.762,     0.3
    28.8,0.000270,   3.762,     0.3
    29.0,0.000262,   3.762,     0.3
    29.2,0.000250,   3.762,     0.3
    29.4,0.000224,   3.762,     0.3
    29.6,0.000193,   3.762,     0.3
    29.8,0.000176,   3.762,     0.3
    30.0,0.000138,   3.762,     0.3
    30.2,0.000072,   3.762,     0.3
    30.4,0.000015,   3.762,     0.3
    30.6,-0.000034,   3.762,     0.3
    30.8,-0.000031,   3.762,     0.3
    31.0,-0.000014,   3.762,     0.3
    31.2,-0.000032,   3.762,     0.3
    31.4,-0.000089,   3.762,     0.3
    31.6,-0.000134,   3.762,     0.3
    31.8,-0.000132,   3.762,     0.3
    32.0,-0.000093,   3.762,     0.3
    32.2,-0.000030,   3.749,     0.3
    32.4,0.000048,   3.749,     0.3
    32.6,0.000137,   3.749,     0.3
    32.8,0.000195,   3.749,     0.3
    33.0,0.000180,   3.749,     0.3
    33.2,0.000148,   3.749,     0.3
    33.4,0.000111,   3.749,     0.3
    33.6,0.000165,   3.762,     0.3
    33.8,0.000257,   3.749,     0.3
    34.0,0.000384,   3.749,     0.3
    34.2,0.000485,   3.762,     0.3
    34.4,0.000479,   3.749,     0.3
    34.6,0.000419,   3.762,     0.3
    34.8,0.000312,   3.762,     0.3
    35.0,0.000189,   3.762,     0.4
    35.2,0.000122,   3.762,     0.4
    35.4,0.000132,   3.762,     0.4
    35.6,0.000131,   3.762,     0.4
    35.8,0.000130,   3.762,     0.4
    36.0,0.000071,   3.762,     0.4
    36.2,0.000006,   3.762,     0.4
    36.4,-0.000082,   3.762,     0.4
    36.6,-0.000165,   3.762,     0.4
    36.8,-0.000145,   3.762,     0.4
    37.0,-0.000096,   3.762,     0.4
    37.2,-0.000054,   3.762,     0.4
    37.4,-0.000024,   3.762,     0.4
    37.6,-0.000026,   3.762,     0.4
    37.8,-0.000019,   3.762,     0.4
    38.0,0.000001,   3.762,     0.4
    38.2,0.000030,   3.762,     0.4
    38.4,0.000110,   3.762,     0.4
    38.6,0.000180,   3.762,     0.4
    38.8,0.000241,   3.762,     0.4
    39.0,0.000240,   3.762,     0.4
    39.2,0.000147,   3.762,     0.4
    39.4,0.000066,   3.762,     0.4
    39.6,0.000023,   3.762,     0.4
    39.8,0.000018,   3.762,     0.4
    40.0,0.000061,   3.749,     0.4
    40.2,0.000088,   3.762,     0.4
    40.4,0.000110,   3.749,     0.4
    40.6,0.000162,   3.749,     0.4
    40.8,0.000141,   3.749,     0.4
    41.0,0.000106,   3.749,     0.4
    41.2,0.000085,   3.762,     0.4
    41.4,0.000113,   3.762,     0.4
    41.6,0.000219,   3.762,     0.4
    41.8,0.000294,   3.749,     0.4
    42.0,0.000351,   3.762,     0.4
    42.2,0.000399,   3.762,     0.4
    42.4,0.000388,   3.762,     0.4
    42.6,0.000379,   3.749,     0.4
    42.8,0.000335,   3.749,     0.4
    43.0,0.000292,   3.762,     0.4
    43.2,0.000292,   3.749,     0.4
    43.4,0.000280,   3.749,     0.4
    43.6,0.000249,   3.749,     0.4
    43.8,0.000214,   3.749,     0.4
    44.0,0.000180,   3.762,     0.4
    44.2,0.000179,   3.762,     0.4
    44.4,0.000155,   3.749,     0.4
    44.6,0.000156,   3.749,     0.4
    44.8,0.000226,   3.749,     0.4
    45.0,0.000272,   3.749,     0.5
    45.2,0.000275,   3.749,     0.5
    45.4,0.000247,   3.749,     0.5
    45.6,0.000214,   3.749,     0.5
    45.8,0.000223,   3.749,     0.5
    46.0,0.000255,   3.749,     0.5
    46.2,0.000259,   3.749,     0.5
    46.4,0.000313,   3.749,     0.5
    46.6,0.000310,   3.749,     0.5
    46.8,0.000299,   3.749,     0.5
    47.0,0.000333,   3.749,     0.5
    47.2,0.000344,   3.749,     0.5
    47.4,0.000318,   3.749,     0.5
    47.6,0.000354,   3.749,     0.5
    47.8,0.000363,   3.749,     0.5
    48.0,0.000339,   3.749,     0.5
    48.2,0.000339,   3.749,     0.5
    48.4,0.000327,   3.749,     0.5
    48.6,0.000329,   3.749,     0.5
    48.8,0.000286,   3.749,     0.5
    49.0,0.000279,   3.749,     0.5
    49.2,0.000323,   3.749,     0.5
    49.4,0.000287,   3.749,     0.5
    49.6,0.000190,   3.749,     0.5
    49.8,0.000130,   3.749,     0.5
    50.0,0.000079,   3.749,     0.5
    50.2,0.000071,   3.749,     0.5
    50.4,0.000063,   3.749,     0.5
    50.6,-0.000023,   3.749,     0.5
    50.8,-0.000112,   3.749,     0.5
    51.0,-0.000174,   3.749,     0.5
    51.2,-0.000164,   3.749,     0.5
    51.4,-0.000123,   3.749,     0.5
    51.6,-0.000123,   3.749,     0.5
    51.8,-0.000118,   3.749,     0.5
    52.0,-0.000091,   3.749,     0.5
    52.2,-0.000036,   3.749,     0.5
    52.4,0.000009,   3.749,     0.5
    52.6,0.000040,   3.749,     0.5
    52.8,0.000131,   3.749,     0.5
    53.0,0.000262,   3.749,     0.5
    53.2,0.000374,   3.749,     0.5
    53.4,0.000471,   3.749,     0.5
    53.6,0.000486,   3.749,     0.5
    53.8,0.000463,   3.749,     0.5
    54.0,0.000489,   3.749,     0.5
    54.2,0.000516,   3.749,     0.5
    54.4,0.000540,   3.749,     0.5
    54.6,0.000544,   3.736,     0.5
    54.8,0.000530,   3.736,     0.5
    55.0,0.000538,   3.749,     0.6
    55.2,0.000527,   3.749,     0.6
    55.4,0.000458,   3.749,     0.6
    55.6,0.000426,   3.749,     0.6
    55.8,0.000419,   3.749,     0.6
    56.0,0.000420,   3.749,     0.6
    56.2,0.000420,   3.736,     0.6
    56.4,0.000414,   3.749,     0.6
    56.6,0.000416,   3.749,     0.6
    56.8,0.000436,   3.749,     0.6
    57.0,0.000453,   3.749,     0.6
    57.2,0.000458,   3.749,     0.6
    57.4,0.000411,   3.749,     0.6
    57.6,0.000375,   3.749,     0.6
    57.8,0.000415,   3.749,     0.6
    58.0,0.000461,   3.736,     0.6
    58.2,0.000465,   3.736,     0.6
    58.4,0.000449,   3.736,     0.6
    58.6,0.000446,   3.736,     0.6
    58.8,0.000435,   3.749,     0.6
    59.0,0.000410,   3.749,     0.6
    59.2,0.000402,   3.749,     0.6
    59.4,0.000415,   3.749,     0.6
    59.6,0.000474,   3.749,     0.6
    59.8,0.000524,   3.736,     0.6
    60.0,0.000488,   3.736,     0.6
    60.2,0.000460,   3.736,     0.6
    60.4,0.000413,   3.749,     0.6
    60.6,0.000402,   3.749,     0.6
    60.8,0.000433,   3.749,     0.6
    61.0,0.000393,   3.749,     0.6
    61.2,0.000376,   3.749,     0.6
    61.4,0.000327,   3.749,     0.6
    61.6,0.000265,   3.749,     0.6
    61.8,0.000221,   3.749,     0.6
    62.0,0.000173,   3.749,     0.6
    62.2,0.000153,   3.749,     0.6
    62.4,0.000155,   3.749,     0.6
    62.6,0.000137,   3.749,     0.6
    62.8,0.000105,   3.749,     0.6
    63.0,0.000068,   3.749,     0.6
    63.2,0.000001,   3.749,     0.6
    63.4,0.000012,   3.749,     0.6
    63.6,-0.000003,   3.749,     0.6
    63.8,0.000016,   3.749,     0.6
    64.0,0.000011,   3.749,     0.6
    64.2,0.000017,   3.749,     0.6
    64.4,0.000020,   3.749,     0.6
    64.6,0.000036,   3.749,     0.6
    64.8,0.000061,   3.749,     0.6
    65.0,0.000071,   3.749,     0.7
    65.2,0.000107,   3.749,     0.7
    65.4,0.000177,   3.749,     0.7
    65.6,0.000354,   3.749,     0.7
    65.8,0.000505,   3.749,     0.7
    66.0,0.000586,   3.749,     0.7
    66.2,0.000613,   3.749,     0.7
    66.4,0.000663,   3.749,     0.7
    66.6,0.000643,   3.749,     0.7
    66.8,0.000617,   3.736,     0.7
    67.0,0.000592,   3.749,     0.7
    67.2,0.000556,   3.736,     0.7
    67.4,0.000517,   3.749,     0.7
    67.6,0.000456,   3.749,     0.7
    67.8,0.000393,   3.749,     0.7
    68.0,0.000241,   3.749,     0.7
    68.2,0.000113,   3.749,     0.7
    68.4,0.000106,   3.736,     0.7
    68.6,0.000159,   3.749,     0.7
    68.8,0.000196,   3.749,     0.7
    69.0,0.000267,   3.749,     0.7
    69.2,0.000346,   3.749,     0.7
    69.4,0.000431,   3.749,     0.7
    69.6,0.000513,   3.749,     0.7
    69.8,0.000564,   3.749,     0.7
    70.0,0.000599,   3.749,     0.7
    70.2,0.000597,   3.736,     0.7
    70.4,0.000584,   3.736,     0.7
    70.6,0.000580,   3.736,     0.7
    70.8,0.000512,   3.749,     0.7
    71.0,0.000439,   3.749,     0.7
    71.2,0.000394,   3.749,     0.7
    71.4,0.000339,   3.749,     0.7
    71.6,0.000286,   3.736,     0.7
    71.8,0.000253,   3.736,     0.7
    72.0,0.000221,   3.736,     0.7
    72.2,0.000242,   3.736,     0.7
    72.4,0.000286,   3.736,     0.7
    72.6,0.000315,   3.736,     0.7
    72.8,0.000296,   3.736,     0.7
    73.0,0.000265,   3.736,     0.7
    73.2,0.000244,   3.736,     0.7
    73.4,0.000225,   3.736,     0.7
    73.6,0.000219,   3.736,     0.7
    73.8,0.000242,   3.736,     0.7
    74.0,0.000253,   3.736,     0.7
    74.2,0.000226,   3.736,     0.7
    74.4,0.000204,   3.736,     0.7
    74.6,0.000170,   3.736,     0.7
    74.8,0.000078,   3.736,     0.7
    75.0,0.000019,   3.736,     0.8
    75.2,0.000058,   3.736,     0.8
    75.4,0.000126,   3.736,     0.8
    75.6,0.000287,   3.736,     0.8
    75.8,0.000316,   3.736,     0.8
    76.0,0.000283,   3.736,     0.8
    76.2,0.000257,   3.736,     0.8
    76.4,0.000217,   3.736,     0.8
    76.6,0.000213,   3.736,     0.8
    76.8,0.000200,   3.736,     0.8
    77.0,0.000179,   3.736,     0.8
    77.2,0.000204,   3.736,     0.8
    77.4,0.000279,   3.736,     0.8
    77.6,0.000356,   3.736,     0.8
    77.8,0.000392,   3.736,     0.8
    78.0,0.000328,   3.736,     0.8
    78.2,0.000342,   3.736,     0.8
    78.4,0.000375,   3.736,     0.8
    78.6,0.000411,   3.736,     0.8
    78.8,0.000481,   3.736,     0.8
    79.0,0.000531,   3.736,     0.8
    79.2,0.000604,   3.736,     0.8
    79.4,0.000627,   3.736,     0.8
    79.6,0.000668,   3.736,     0.8
    79.8,0.000582,   3.736,     0.8
    80.0,0.000511,   3.736,     0.8
    80.2,0.000457,   3.736,     0.8
    80.4,0.000404,   3.736,     0.8
    80.6,0.000436,   3.736,     0.8
    80.8,0.000456,   3.736,     0.8
    81.0,0.000482,   3.736,     0.8
    81.2,0.000472,   3.736,     0.8
    81.4,0.000411,   3.736,     0.8
    81.6,0.000379,   3.736,     0.8
    81.8,0.000385,   3.736,     0.8
    82.0,0.000435,   3.723,     0.8
    82.2,0.000595,   3.723,     0.8
    82.4,0.000679,   3.736,     0.8
    82.6,0.000662,   3.736,     0.8
    82.8,0.000627,   3.723,     0.8
    83.0,0.000549,   3.723,     0.8
    83.2,0.000519,   3.723,     0.8
    83.4,0.000511,   3.736,     0.8
    83.6,0.000488,   3.736,     0.8
    83.8,0.000505,   3.736,     0.8
    84.0,0.000476,   3.736,     0.8
    84.2,0.000482,   3.736,     0.8
    84.4,0.000442,   3.736,     0.8
    84.6,0.000355,   3.736,     0.8
    84.8,0.000309,   3.736,     0.8
    85.0,0.000343,   3.736,     0.9
    85.2,0.000423,   3.736,     0.9
    85.4,0.000511,   3.736,     0.9
    85.6,0.000552,   3.736,     0.9
    85.8,0.000515,   3.736,     0.9
    86.0,0.000459,   3.736,     0.9
    86.2,0.000389,   3.736,     0.9
    86.4,0.000324,   3.736,     0.9
    86.6,0.000263,   3.736,     0.9
    86.8,0.000227,   3.736,     0.9
    87.0,0.000206,   3.736,     0.9
    87.2,0.000143,   3.736,     0.9
    87.4,0.000098,   3.736,     0.9
    87.6,0.000020,   3.736,     0.9
    87.8,-0.000043,   3.736,     0.9
    88.0,-0.000116,   3.736,     0.9
    88.2,-0.000174,   3.736,     0.9
    88.4,-0.000163,   3.736,     0.9
    88.6,-0.000073,   3.736,     0.9
    88.8,0.000054,   3.736,     0.9
    89.0,0.000148,   3.736,     0.9
    89.2,0.000153,   3.736,     0.9
    89.4,0.000126,   3.736,     0.9
    89.6,0.000152,   3.736,     0.9
    89.8,0.000172,   3.736,     0.9
    90.0,0.000212,   3.736,     0.9
    90.2,0.000243,   3.736,     0.9
    90.4,0.000313,   3.736,     0.9
    90.6,0.000360,   3.736,     0.9
    90.8,0.000380,   3.723,     0.9
    91.0,0.000346,   3.723,     0.9
    91.2,0.000290,   3.723,     0.9
    91.4,0.000263,   3.723,     0.9
    91.6,0.000276,   3.723,     0.9
    91.8,0.000325,   3.723,     0.9
    92.0,0.000374,   3.723,     0.9
    92.2,0.000437,   3.723,     0.9
    92.4,0.000416,   3.723,     0.9
    92.6,0.000354,   3.723,     0.9
    92.8,0.000294,   3.723,     0.9
    93.0,0.000252,   3.723,     0.9
    93.2,0.000260,   3.723,     0.9
    93.4,0.000278,   3.723,     0.9
    93.6,0.000288,   3.723,     0.9
    93.8,0.000325,   3.723,     0.9
    94.0,0.000383,   3.723,     0.9
    94.2,0.000387,   3.723,     0.9
    94.4,0.000339,   3.723,     0.9
    94.6,0.000292,   3.723,     0.9
    94.8,0.000285,   3.736,     0.9
    95.0,0.000320,   3.736,     1.0
    95.2,0.000317,   3.723,     1.0
    95.4,0.000312,   3.736,     1.0
    95.6,0.000279,   3.736,     1.0
    95.8,0.000249,   3.736,     1.0
    96.0,0.000232,   3.736,     1.0
    96.2,0.000183,   3.736,     1.0
    96.4,0.000126,   3.736,     1.0
    96.6,0.000112,   3.736,     1.0
    96.8,0.000091,   3.736,     1.0
    97.0,0.000067,   3.736,     1.0
    97.2,0.000054,   3.736,     1.0
    97.4,0.000035,   3.736,     1.0
    97.6,0.000080,   3.736,     1.0
    97.8,0.000110,   3.736,     1.0
    98.0,0.000133,   3.736,     1.0
    98.2,0.000137,   3.736,     1.0
    98.4,0.000124,   3.736,     1.0
    98.6,0.000097,   3.736,     1.0
    98.8,0.000063,   3.743,     1.0
    99.0,0.000023,   3.743,     1.0
    99.2,-0.000005,   3.743,     1.0
    99.4,-0.000012,   3.743,     1.0
    99.6,-0.000030,   3.743,     1.0
    99.8,-0.000045,   3.743,     1.0
   100.0,-0.000052,   3.743,     1.0
   100.2,-0.000038,   3.743,     1.0
   100.4,-0.000008,   3.743,     1.0
   100.6,-0.000014,   3.743,     1.0
   100.8,-0.000037,   3.743,     1.0
   101.0,-0.000053,   3.743,     1.0
   101.2,-0.000053,   3.736,     1.0
   101.4,-0.000042,   3.736,     1.0
   101.6,-0.000005,   3.736,     1.0
   101.8,0.000038,   3.736,     1.0
   102.0,0.000086,   3.736,     1.0
   102.2,0.000164,   3.736,     1.0
   102.4,0.000201,   3.743,     1.0
   102.6,0.000184,   3.743,     1.0
   102.8,0.000136,   3.743,     1.0
   103.0,0.000139,   3.743,     1.0
   103.2,0.000176,   3.743,     1.0
   103.4,0.000242,   3.729,     1.0
   103.6,0.000271,   3.729,     1.0
   103.8,0.000283,   3.729,     1.0
   104.0,0.000287,   3.729,     1.0
   104.2,0.000249,   3.743,     1.0
   104.4,0.000271,   3.743,     1.0
   104.6,0.000256,   3.743,     1.0
   104.8,0.000241,   3.729,     1.0
   105.0,0.000280,   3.729,     1.1
   105.2,0.000334,   3.743,     1.1
   105.4,0.000376,   3.729,     1.1
   105.6,0.000421,   3.729,     1.1
   105.8,0.000444,   3.743,     1.1
   106.0,0.000479,   3.743,     1.1
   106.2,0.000487,   3.743,     1.1
   106.4,0.000463,   3.743,     1.1
   106.6,0.000418,   3.743,     1.1
   106.8,0.000314,   3.743,     1.1
   107.0,0.000255,   3.743,     1.1
   107.2,0.000239,   3.743,     1.1
   107.4,0.000279,   3.743,     1.1
   107.6,0.000309,   3.743,     1.1
   107.8,0.000299,   3.743,     1.1
   108.0,0.000295,   3.743,     1.1
   108.2,0.000277,   3.743,     1.1
   108.4,0.000238,   3.743,     1.1
   108.6,0.000245,   3.743,     1.1
   108.8,0.000254,   3.743,     1.1
   109.0,0.000296,   3.743,     1.1
   109.2,0.000352,   3.743,     1.1
   109.4,0.000429,   3.743,     1.1
   109.6,0.000485,   3.743,     1.1
   109.8,0.000503,   3.743,     1.1
   110.0,0.000527,   3.743,     1.1
   110.2,0.000548,   3.743,     1.1
   110.4,0.000568,   3.743,     1.1
   110.6,0.000601,   3.743,     1.1
   110.8,0.000705,   3.743,     1.1
   111.0,0.000733,   3.743,     1.1
   111.2,0.000749,   3.743,     1.1
   111.4,0.000740,   3.743,     1.1
   111.6,0.000766,   3.756,     1.1
   111.8,0.000748,   3.743,     1.1
   112.0,0.000678,   3.743,     1.1
   112.2,0.000613,   3.743,     1.1
   112.4,0.000522,   3.743,     1.1
   112.6,0.000489,   3.743,     1.1
   112.8,0.000444,   3.743,     1.1
   113.0,0.000403,   3.743,     1.1
   113.2,0.000306,   3.743,     1.1
   113.4,0.000270,   3.743,     1.1
   113.6,0.000311,   3.743,     1.1
   113.8,0.000373,   3.743,     1.1
   114.0,0.000371,   3.743,     1.1
   114.2,0.000330,   3.743,     1.1
   114.4,0.000300,   3.743,     1.1
   114.6,0.000255,   3.743,     1.1
   114.8,0.000300,   3.743,     1.1
   115.0,0.000350,   3.743,     1.2
   115.2,0.000265,   3.729,     1.2
   115.4,0.000164,   3.729,     1.2
   115.6,0.000095,   3.729,     1.2
   115.8,0.000070,   3.729,     1.2
   116.0,0.000086,   3.729,     1.2
   116.2,0.000060,   3.729,     1.2
   116.4,0.000126,   3.743,     1.2
   116.6,0.000169,   3.743,     1.2
   116.8,0.000224,   3.743,     1.2
   117.0,0.000301,   3.743,     1.2
   117.2,0.000311,   3.743,     1.2
   117.4,0.000292,   3.743,     1.2
   117.6,0.000377,   3.743,     1.2
   117.8,0.000453,   3.743,     1.2
   118.0,0.000513,   3.743,     1.2
   118.2,0.000479,   3.743,     1.2
   118.4,0.000351,   3.743,     1.2
   118.6,0.000282,   3.743,     1.2
   118.8,0.000179,   3.743,     1.2
   119.0,0.000170,   3.743,     1.2
   119.2,0.000179,   3.743,     1.2
   119.4,0.000156,   3.743,     1.2
   119.6,0.000152,   3.743,     1.2
   119.8,0.000151,   3.743,     1.2
   120.0,0.000175,   3.743,     1.2
   120.2,0.000211,   3.743,     1.2
   120.4,0.000214,   3.743,     1.2
   120.6,0.000261,   3.743,     1.2
   120.8,0.000285,   3.743,     1.2
   121.0,0.000319,   3.743,     1.2
   121.2,0.000358,   3.743,     1.2
   121.4,0.000325,   3.743,     1.2
   121.6,0.000277,   3.743,     1.2
   121.8,0.000232,   3.743,     1.2
   122.0,0.000170,   3.743,     1.2
   122.2,0.000127,   3.743,     1.2
   122.4,0.000089,   3.743,     1.2
   122.6,0.000054,   3.743,     1.2
   122.8,0.000050,   3.743,     1.2
   123.0,0.000070,   3.743,     1.2
   123.2,0.000091,   3.743,     1.2
   123.4,0.000109,   3.743,     1.2
   123.6,0.000084,   3.743,     1.2
   123.8,0.000107,   3.743,     1.2
   124.0,0.000129,   3.743,     1.2
   124.2,0.000132,   3.743,     1.2
   124.4,0.000146,   3.743,     1.2
   124.6,0.000136,   3.743,     1.2
   124.8,0.000084,   3.743,     1.2
   125.0,0.000048,   3.743,     1.3
   125.2,0.000026,   3.743,     1.3
   125.4,0.000000,   3.743,     1.3
   125.6,0.000017,   3.743,     1.3
   125.8,0.000010,   3.743,     1.3
   126.0,0.000051,   3.743,     1.3
   126.2,0.000037,   3.743,     1.3
   126.4,0.000046,   3.743,     1.3
   126.6,0.000091,   3.743,     1.3
   126.8,0.000092,   3.743,     1.3
   127.0,0.000108,   3.743,     1.3
   127.2,0.000190,   3.743,     1.3
   127.4,0.000281,   3.743,     1.3
   127.6,0.000373,   3.743,     1.3
   127.8,0.000380,   3.743,     1.3
   128.0,0.000336,   3.743,     1.3
   128.2,0.000292,   3.743,     1.3
   128.4,0.000269,   3.743,     1.3
   128.6,0.000325,   3.743,     1.3
   128.8,0.000367,   3.743,     1.3
   129.0,0.000384,   3.729,     1.3
   129.2,0.000431,   3.729,     1.3
   129.4,0.000460,   3.729,     1.3
   129.6,0.000466,   3.729,     1.3
   129.8,0.000414,   3.729,     1.3
   130.0,0.000354,   3.729,     1.3
   130.2,0.000358,   3.729,     1.3
   130.4,0.000397,   3.729,     1.3
   130.6,0.000394,   3.729,     1.3
   130.8,0.000340,   3.729,     1.3
   131.0,0.000240,   3.729,     1.3
   131.2,0.000113,   3.729,     1.3
   131.4,0.000024,   3.729,     1.3
   131.6,-0.000026,   3.729,     1.3
   131.8,-0.000041,   3.729,     1.3
   132.0,-0.000068,   3.729,     1.3
   132.2,-0.000053,   3.729,     1.3
   132.4,-0.000079,   3.729,     1.3
   132.6,-0.000094,   3.729,     1.3
   132.8,-0.000090,   3.729,     1.3
   133.0,-0.000027,   3.729,     1.3
   133.2,0.000042,   3.743,     1.3
   133.4,0.000132,   3.743,     1.3
