Run Name,221004 ABm1-40 10.7.19
Run Date,02:22:41 PM   10-04-22
Method Name,Superdex75_10/300 SEC
Export Format Version, 1.00
Method ID, 2601
Points/Second, 5.00
Number of Records,  12295
Offset from Run Start Time,00:00:00
Run End Time,00:41:00
Time,Second
UV,AU,
Conductivity,mS/cm
Gradient Pump,<Not Selected>
Trace 3,<Not Available>
Trace 4,<Not Available>
Trace 5,<Not Available>
Trace 6,<Not Available>
GP Pressure,<Not Selected>
Volume,ml
Fraction,<Not Available>
Time,UV,Conductivity,Volume
     0.0,-0.000153,   3.803,     0.0
     0.2,-0.000194,   3.803,     0.0
     0.4,-0.000228,   3.803,     0.0
     0.6,-0.000260,   3.803,     0.0
     0.8,-0.000287,   3.803,     0.0
     1.0,-0.000348,   3.803,     0.0
     1.2,-0.000458,   3.796,     0.0
     1.4,-0.000472,   3.796,     0.0
     1.6,-0.000447,   3.783,     0.0
     1.8,-0.000392,   3.783,     0.0
     2.0,-0.000377,   3.783,     0.0
     2.2,-0.000407,   3.783,     0.0
     2.4,-0.000435,   3.783,     0.0
     2.6,-0.000449,   3.783,     0.0
     2.8,-0.000470,   3.783,     0.0
     3.0,-0.000498,   3.783,     0.0
     3.2,-0.000521,   3.783,     0.0
     3.4,-0.000526,   3.783,     0.0
     3.6,-0.000546,   3.783,     0.0
     3.8,-0.000577,   3.769,     0.0
     4.0,-0.000641,   3.769,     0.0
     4.2,-0.000729,   3.769,     0.0
     4.4,-0.000776,   3.769,     0.0
     4.6,-0.000765,   3.769,     0.0
     4.8,-0.000728,   3.776,     0.0
     5.0,-0.000655,   3.762,     0.1
     5.2,-0.000591,   3.762,     0.1
     5.4,-0.000523,   3.762,     0.1
     5.6,-0.000470,   3.762,     0.1
     5.8,-0.000468,   3.762,     0.1
     6.0,-0.000473,   3.762,     0.1
     6.2,-0.000499,   3.762,     0.1
     6.4,-0.000520,   3.762,     0.1
     6.6,-0.000520,   3.762,     0.1
     6.8,-0.000531,   3.762,     0.1
     7.0,-0.000532,   3.762,     0.1
     7.2,-0.000554,   3.762,     0.1
     7.4,-0.000558,   3.762,     0.1
     7.6,-0.000521,   3.762,     0.1
     7.8,-0.000486,   3.762,     0.1
     8.0,-0.000451,   3.762,     0.1
     8.2,-0.000370,   3.762,     0.1
     8.4,-0.000260,   3.762,     0.1
     8.6,-0.000244,   3.762,     0.1
     8.8,-0.000241,   3.762,     0.1
     9.0,-0.000257,   3.762,     0.1
     9.2,-0.000287,   3.762,     0.1
     9.4,-0.000238,   3.762,     0.1
     9.6,-0.000219,   3.762,     0.1
     9.8,-0.000274,   3.762,     0.1
    10.0,-0.000370,   3.762,     0.1
    10.2,-0.000503,   3.762,     0.1
    10.4,-0.000590,   3.762,     0.1
    10.6,-0.000683,   3.762,     0.1
    10.8,-0.000790,   3.762,     0.1
    11.0,-0.000778,   3.762,     0.1
    11.2,-0.000757,   3.762,     0.1
    11.4,-0.000716,   3.762,     0.1
    11.6,-0.000645,   3.762,     0.1
    11.8,-0.000626,   3.776,     0.1
    12.0,-0.000572,   3.776,     0.1
    12.2,-0.000474,   3.776,     0.1
    12.4,-0.000427,   3.776,     0.1
    12.6,-0.000350,   3.776,     0.1
    12.8,-0.000314,   3.776,     0.1
    13.0,-0.000230,   3.776,     0.1
    13.2,-0.000120,   3.776,     0.1
    13.4,-0.000112,   3.776,     0.1
    13.6,-0.000120,   3.776,     0.1
    13.8,-0.000126,   3.776,     0.1
    14.0,-0.000162,   3.776,     0.1
    14.2,-0.000200,   3.776,     0.1
    14.4,-0.000194,   3.776,     0.1
    14.6,-0.000215,   3.776,     0.1
    14.8,-0.000183,   3.776,     0.1
    15.0,-0.000202,   3.776,     0.2
    15.2,-0.000232,   3.776,     0.2
    15.4,-0.000306,   3.776,     0.2
    15.6,-0.000381,   3.776,     0.2
    15.8,-0.000341,   3.776,     0.2
    16.0,-0.000280,   3.790,     0.2
    16.2,-0.000236,   3.790,     0.2
    16.4,-0.000214,   3.790,     0.2
    16.6,-0.000222,   3.776,     0.2
    16.8,-0.000281,   3.776,     0.2
    17.0,-0.000322,   3.790,     0.2
    17.2,-0.000394,   3.790,     0.2
    17.4,-0.000412,   3.790,     0.2
    17.6,-0.000432,   3.790,     0.2
    17.8,-0.000404,   3.790,     0.2
    18.0,-0.000350,   3.790,     0.2
    18.2,-0.000312,   3.790,     0.2
    18.4,-0.000282,   3.790,     0.2
    18.6,-0.000243,   3.790,     0.2
    18.8,-0.000220,   3.790,     0.2
    19.0,-0.000219,   3.790,     0.2
    19.2,-0.000233,   3.776,     0.2
    19.4,-0.000273,   3.776,     0.2
    19.6,-0.000282,   3.776,     0.2
    19.8,-0.000260,   3.776,     0.2
    20.0,-0.000179,   3.776,     0.2
    20.2,-0.000146,   3.790,     0.2
    20.4,-0.000147,   3.790,     0.2
    20.6,-0.000158,   3.776,     0.2
    20.8,-0.000175,   3.776,     0.2
    21.0,-0.000191,   3.776,     0.2
    21.2,-0.000248,   3.776,     0.2
    21.4,-0.000281,   3.776,     0.2
    21.6,-0.000279,   3.776,     0.2
    21.8,-0.000240,   3.790,     0.2
    22.0,-0.000208,   3.790,     0.2
    22.2,-0.000210,   3.790,     0.2
    22.4,-0.000263,   3.790,     0.2
    22.6,-0.000282,   3.790,     0.2
    22.8,-0.000286,   3.790,     0.2
    23.0,-0.000307,   3.790,     0.2
    23.2,-0.000317,   3.790,     0.2
    23.4,-0.000326,   3.790,     0.2
    23.6,-0.000313,   3.790,     0.2
    23.8,-0.000285,   3.790,     0.2
    24.0,-0.000251,   3.790,     0.2
    24.2,-0.000217,   3.790,     0.2
    24.4,-0.000197,   3.790,     0.2
    24.6,-0.000156,   3.790,     0.2
    24.8,-0.000083,   3.790,     0.2
    25.0,-0.000089,   3.790,     0.3
    25.2,-0.000111,   3.790,     0.3
    25.4,-0.000124,   3.790,     0.3
    25.6,-0.000137,   3.803,     0.3
    25.8,-0.000169,   3.803,     0.3
    26.0,-0.000138,   3.803,     0.3
    26.2,-0.000121,   3.803,     0.3
    26.4,-0.000145,   3.790,     0.3
    26.6,-0.000187,   3.790,     0.3
    26.8,-0.000207,   3.790,     0.3
    27.0,-0.000259,   3.790,     0.3
    27.2,-0.000263,   3.790,     0.3
    27.4,-0.000246,   3.790,     0.3
    27.6,-0.000236,   3.790,     0.3
    27.8,-0.000181,   3.790,     0.3
    28.0,-0.000126,   3.803,     0.3
    28.2,-0.000017,   3.790,     0.3
    28.4,0.000065,   3.790,     0.3
    28.6,0.000136,   3.790,     0.3
    28.8,0.000195,   3.790,     0.3
    29.0,0.000232,   3.790,     0.3
    29.2,0.000230,   3.790,     0.3
    29.4,0.000265,   3.783,     0.3
    29.6,0.000292,   3.783,     0.3
    29.8,0.000352,   3.783,     0.3
    30.0,0.000396,   3.783,     0.3
    30.2,0.000313,   3.783,     0.3
    30.4,0.000215,   3.783,     0.3
    30.6,0.000098,   3.783,     0.3
    30.8,0.000012,   3.769,     0.3
    31.0,-0.000030,   3.783,     0.3
    31.2,-0.000069,   3.783,     0.3
    31.4,-0.000067,   3.783,     0.3
    31.6,-0.000045,   3.769,     0.3
    31.8,-0.000061,   3.783,     0.3
    32.0,-0.000088,   3.769,     0.3
    32.2,-0.000155,   3.769,     0.3
    32.4,-0.000188,   3.769,     0.3
    32.6,-0.000179,   3.769,     0.3
    32.8,-0.000175,   3.769,     0.3
    33.0,-0.000169,   3.769,     0.3
    33.2,-0.000190,   3.769,     0.3
    33.4,-0.000220,   3.769,     0.3
    33.6,-0.000236,   3.769,     0.3
    33.8,-0.000246,   3.769,     0.3
    34.0,-0.000202,   3.769,     0.3
    34.2,-0.000163,   3.769,     0.3
    34.4,-0.000176,   3.769,     0.3
    34.6,-0.000218,   3.769,     0.3
    34.8,-0.000250,   3.769,     0.3
    35.0,-0.000308,   3.769,     0.4
    35.2,-0.000370,   3.783,     0.4
    35.4,-0.000448,   3.783,     0.4
    35.6,-0.000464,   3.783,     0.4
    35.8,-0.000484,   3.783,     0.4
    36.0,-0.000485,   3.783,     0.4
    36.2,-0.000534,   3.783,     0.4
    36.4,-0.000581,   3.783,     0.4
    36.6,-0.000588,   3.783,     0.4
    36.8,-0.000573,   3.783,     0.4
    37.0,-0.000503,   3.783,     0.4
    37.2,-0.000479,   3.783,     0.4
    37.4,-0.000413,   3.783,     0.4
    37.6,-0.000375,   3.783,     0.4
    37.8,-0.000344,   3.783,     0.4
    38.0,-0.000338,   3.783,     0.4
    38.2,-0.000323,   3.783,     0.4
    38.4,-0.000313,   3.783,     0.4
    38.6,-0.000291,   3.783,     0.4
    38.8,-0.000293,   3.783,     0.4
    39.0,-0.000336,   3.783,     0.4
    39.2,-0.000411,   3.783,     0.4
    39.4,-0.000484,   3.783,     0.4
    39.6,-0.000534,   3.783,     0.4
    39.8,-0.000530,   3.783,     0.4
    40.0,-0.000473,   3.783,     0.4
    40.2,-0.000416,   3.769,     0.4
    40.4,-0.000429,   3.783,     0.4
    40.6,-0.000471,   3.783,     0.4
    40.8,-0.000479,   3.783,     0.4
    41.0,-0.000496,   3.783,     0.4
    41.2,-0.000533,   3.783,     0.4
    41.4,-0.000561,   3.783,     0.4
    41.6,-0.000586,   3.783,     0.4
    41.8,-0.000580,   3.783,     0.4
    42.0,-0.000543,   3.783,     0.4
    42.2,-0.000510,   3.783,     0.4
    42.4,-0.000501,   3.783,     0.4
    42.6,-0.000496,   3.783,     0.4
    42.8,-0.000458,   3.783,     0.4
    43.0,-0.000422,   3.783,     0.4
    43.2,-0.000442,   3.783,     0.4
    43.4,-0.000450,   3.783,     0.4
    43.6,-0.000438,   3.783,     0.4
    43.8,-0.000414,   3.783,     0.4
    44.0,-0.000377,   3.783,     0.4
    44.2,-0.000387,   3.783,     0.4
    44.4,-0.000415,   3.783,     0.4
    44.6,-0.000446,   3.783,     0.4
    44.8,-0.000450,   3.783,     0.4
    45.0,-0.000419,   3.783,     0.5
    45.2,-0.000401,   3.783,     0.5
    45.4,-0.000368,   3.769,     0.5
    45.6,-0.000297,   3.769,     0.5
    45.8,-0.000226,   3.769,     0.5
    46.0,-0.000181,   3.769,     0.5
    46.2,-0.000152,   3.769,     0.5
    46.4,-0.000133,   3.769,     0.5
    46.6,-0.000089,   3.769,     0.5
    46.8,-0.000058,   3.769,     0.5
    47.0,-0.000061,   3.769,     0.5
    47.2,-0.000067,   3.769,     0.5
    47.4,-0.000079,   3.769,     0.5
    47.6,-0.000118,   3.756,     0.5
    47.8,-0.000054,   3.756,     0.5
    48.0,-0.000055,   3.756,     0.5
    48.2,-0.000042,   3.756,     0.5
    48.4,-0.000016,   3.756,     0.5
    48.6,0.000027,   3.756,     0.5
    48.8,0.000084,   3.756,     0.5
    49.0,0.000123,   3.756,     0.5
    49.2,0.000166,   3.756,     0.5
    49.4,0.000257,   3.756,     0.5
    49.6,0.000352,   3.756,     0.5
    49.8,0.000355,   3.756,     0.5
    50.0,0.000360,   3.756,     0.5
    50.2,0.000210,   3.756,     0.5
    50.4,0.000135,   3.756,     0.5
    50.6,0.000086,   3.756,     0.5
    50.8,0.000055,   3.756,     0.5
    51.0,0.000077,   3.769,     0.5
    51.2,0.000015,   3.769,     0.5
    51.4,-0.000059,   3.769,     0.5
    51.6,-0.000121,   3.756,     0.5
    51.8,-0.000220,   3.756,     0.5
    52.0,-0.000303,   3.756,     0.5
    52.2,-0.000317,   3.756,     0.5
    52.4,-0.000285,   3.756,     0.5
    52.6,-0.000204,   3.756,     0.5
    52.8,-0.000119,   3.769,     0.5
    53.0,-0.000062,   3.756,     0.5
    53.2,-0.000022,   3.756,     0.5
    53.4,-0.000080,   3.756,     0.5
    53.6,-0.000109,   3.756,     0.5
    53.8,-0.000144,   3.769,     0.5
    54.0,-0.000171,   3.756,     0.5
    54.2,-0.000150,   3.756,     0.5
    54.4,-0.000140,   3.769,     0.5
    54.6,-0.000117,   3.756,     0.5
    54.8,-0.000116,   3.756,     0.5
    55.0,-0.000097,   3.756,     0.6
    55.2,-0.000166,   3.756,     0.6
    55.4,-0.000213,   3.756,     0.6
    55.6,-0.000247,   3.756,     0.6
    55.8,-0.000235,   3.756,     0.6
    56.0,-0.000165,   3.756,     0.6
    56.2,-0.000080,   3.756,     0.6
    56.4,-0.000050,   3.769,     0.6
    56.6,-0.000038,   3.769,     0.6
    56.8,-0.000047,   3.769,     0.6
    57.0,-0.000084,   3.769,     0.6
    57.2,-0.000102,   3.769,     0.6
    57.4,-0.000183,   3.756,     0.6
    57.6,-0.000219,   3.769,     0.6
    57.8,-0.000246,   3.756,     0.6
    58.0,-0.000220,   3.769,     0.6
    58.2,-0.000181,   3.756,     0.6
    58.4,-0.000148,   3.756,     0.6
    58.6,-0.000146,   3.756,     0.6
    58.8,-0.000134,   3.756,     0.6
    59.0,-0.000153,   3.756,     0.6
    59.2,-0.000143,   3.756,     0.6
    59.4,-0.000089,   3.756,     0.6
    59.6,0.000073,   3.756,     0.6
    59.8,0.000164,   3.756,     0.6
    60.0,0.000218,   3.756,     0.6
    60.2,0.000189,   3.756,     0.6
    60.4,0.000057,   3.756,     0.6
    60.6,-0.000083,   3.769,     0.6
    60.8,-0.000202,   3.769,     0.6
    61.0,-0.000200,   3.769,     0.6
    61.2,-0.000102,   3.769,     0.6
    61.4,-0.000050,   3.769,     0.6
    61.6,-0.000068,   3.769,     0.6
    61.8,-0.000118,   3.769,     0.6
    62.0,-0.000241,   3.769,     0.6
    62.2,-0.000177,   3.756,     0.6
    62.4,-0.000094,   3.769,     0.6
    62.6,0.000019,   3.756,     0.6
    62.8,0.000104,   3.756,     0.6
    63.0,0.000178,   3.769,     0.6
    63.2,0.000280,   3.769,     0.6
    63.4,0.000266,   3.769,     0.6
    63.6,0.000173,   3.769,     0.6
    63.8,0.000105,   3.769,     0.6
    64.0,0.000075,   3.756,     0.6
    64.2,0.000101,   3.756,     0.6
    64.4,0.000078,   3.756,     0.6
    64.6,-0.000002,   3.756,     0.6
    64.8,-0.000055,   3.756,     0.6
    65.0,-0.000067,   3.756,     0.7
    65.2,-0.000000,   3.756,     0.7
    65.4,0.000024,   3.756,     0.7
    65.6,-0.000036,   3.756,     0.7
    65.8,-0.000075,   3.756,     0.7
    66.0,-0.000115,   3.756,     0.7
    66.2,-0.000093,   3.756,     0.7
    66.4,-0.000069,   3.756,     0.7
    66.6,-0.000074,   3.756,     0.7
    66.8,-0.000043,   3.756,     0.7
    67.0,-0.000048,   3.756,     0.7
    67.2,-0.000152,   3.756,     0.7
    67.4,-0.000283,   3.756,     0.7
    67.6,-0.000362,   3.756,     0.7
    67.8,-0.000393,   3.756,     0.7
    68.0,-0.000368,   3.756,     0.7
    68.2,-0.000293,   3.756,     0.7
    68.4,-0.000190,   3.756,     0.7
    68.6,-0.000178,   3.756,     0.7
    68.8,-0.000184,   3.756,     0.7
    69.0,-0.000210,   3.756,     0.7
    69.2,-0.000253,   3.756,     0.7
    69.4,-0.000285,   3.756,     0.7
    69.6,-0.000217,   3.756,     0.7
    69.8,-0.000112,   3.756,     0.7
    70.0,-0.000087,   3.756,     0.7
    70.2,-0.000052,   3.756,     0.7
    70.4,-0.000051,   3.756,     0.7
    70.6,-0.000105,   3.756,     0.7
    70.8,-0.000187,   3.756,     0.7
    71.0,-0.000206,   3.756,     0.7
    71.2,-0.000167,   3.756,     0.7
    71.4,-0.000105,   3.756,     0.7
    71.6,-0.000083,   3.756,     0.7
    71.8,-0.000022,   3.756,     0.7
    72.0,0.000015,   3.756,     0.7
    72.2,0.000006,   3.756,     0.7
    72.4,0.000001,   3.756,     0.7
    72.6,-0.000094,   3.756,     0.7
    72.8,-0.000172,   3.756,     0.7
    73.0,-0.000234,   3.756,     0.7
    73.2,-0.000298,   3.756,     0.7
    73.4,-0.000348,   3.756,     0.7
    73.6,-0.000437,   3.756,     0.7
    73.8,-0.000522,   3.756,     0.7
    74.0,-0.000518,   3.756,     0.7
    74.2,-0.000543,   3.756,     0.7
    74.4,-0.000554,   3.756,     0.7
    74.6,-0.000512,   3.756,     0.7
    74.8,-0.000482,   3.756,     0.7
    75.0,-0.000363,   3.756,     0.8
    75.2,-0.000332,   3.756,     0.8
    75.4,-0.000297,   3.756,     0.8
    75.6,-0.000252,   3.756,     0.8
    75.8,-0.000218,   3.756,     0.8
    76.0,-0.000206,   3.756,     0.8
    76.2,-0.000227,   3.742,     0.8
    76.4,-0.000305,   3.742,     0.8
    76.6,-0.000366,   3.742,     0.8
    76.8,-0.000385,   3.742,     0.8
    77.0,-0.000402,   3.756,     0.8
    77.2,-0.000401,   3.742,     0.8
    77.4,-0.000424,   3.756,     0.8
    77.6,-0.000397,   3.756,     0.8
    77.8,-0.000382,   3.742,     0.8
    78.0,-0.000377,   3.742,     0.8
    78.2,-0.000333,   3.756,     0.8
    78.4,-0.000233,   3.742,     0.8
    78.6,-0.000174,   3.756,     0.8
    78.8,-0.000135,   3.742,     0.8
    79.0,-0.000111,   3.742,     0.8
    79.2,-0.000075,   3.742,     0.8
    79.4,-0.000070,   3.756,     0.8
    79.6,-0.000066,   3.742,     0.8
    79.8,-0.000067,   3.742,     0.8
    80.0,-0.000013,   3.742,     0.8
    80.2,0.000038,   3.742,     0.8
    80.4,0.000134,   3.742,     0.8
    80.6,0.000171,   3.742,     0.8
    80.8,0.000158,   3.742,     0.8
    81.0,0.000175,   3.756,     0.8
    81.2,0.000221,   3.756,     0.8
    81.4,0.000238,   3.756,     0.8
    81.6,0.000205,   3.742,     0.8
    81.8,0.000184,   3.756,     0.8
    82.0,0.000162,   3.756,     0.8
    82.2,0.000164,   3.756,     0.8
    82.4,0.000134,   3.756,     0.8
    82.6,0.000117,   3.756,     0.8
    82.8,0.000054,   3.756,     0.8
    83.0,-0.000003,   3.756,     0.8
    83.2,-0.000052,   3.756,     0.8
    83.4,-0.000104,   3.756,     0.8
    83.6,-0.000162,   3.756,     0.8
    83.8,-0.000175,   3.756,     0.8
    84.0,-0.000159,   3.756,     0.8
    84.2,-0.000169,   3.756,     0.8
    84.4,-0.000131,   3.756,     0.8
    84.6,-0.000101,   3.756,     0.8
    84.8,-0.000121,   3.756,     0.8
    85.0,-0.000145,   3.756,     0.9
    85.2,-0.000196,   3.756,     0.9
    85.4,-0.000231,   3.756,     0.9
    85.6,-0.000248,   3.756,     0.9
    85.8,-0.000240,   3.756,     0.9
    86.0,-0.000245,   3.756,     0.9
    86.2,-0.000214,   3.756,     0.9
    86.4,-0.000206,   3.756,     0.9
    86.6,-0.000198,   3.756,     0.9
    86.8,-0.000228,   3.756,     0.9
    87.0,-0.000250,   3.756,     0.9
    87.2,-0.000145,   3.756,     0.9
    87.4,-0.000031,   3.756,     0.9
    87.6,-0.000032,   3.756,     0.9
    87.8,-0.000052,   3.756,     0.9
    88.0,-0.000090,   3.756,     0.9
    88.2,-0.000155,   3.756,     0.9
    88.4,-0.000181,   3.756,     0.9
    88.6,-0.000254,   3.769,     0.9
    88.8,-0.000254,   3.769,     0.9
    89.0,-0.000282,   3.756,     0.9
    89.2,-0.000288,   3.756,     0.9
    89.4,-0.000384,   3.756,     0.9
    89.6,-0.000518,   3.769,     0.9
    89.8,-0.000632,   3.769,     0.9
    90.0,-0.000615,   3.756,     0.9
    90.2,-0.000572,   3.769,     0.9
    90.4,-0.000504,   3.769,     0.9
    90.6,-0.000406,   3.756,     0.9
    90.8,-0.000286,   3.756,     0.9
    91.0,-0.000174,   3.769,     0.9
    91.2,-0.000174,   3.769,     0.9
    91.4,-0.000156,   3.769,     0.9
    91.6,-0.000196,   3.769,     0.9
    91.8,-0.000139,   3.769,     0.9
    92.0,-0.000109,   3.769,     0.9
    92.2,-0.000116,   3.769,     0.9
    92.4,-0.000125,   3.769,     0.9
    92.6,-0.000172,   3.769,     0.9
    92.8,-0.000239,   3.769,     0.9
    93.0,-0.000233,   3.769,     0.9
    93.2,-0.000228,   3.769,     0.9
    93.4,-0.000231,   3.769,     0.9
    93.6,-0.000252,   3.769,     0.9
    93.8,-0.000251,   3.769,     0.9
    94.0,-0.000196,   3.769,     0.9
    94.2,-0.000158,   3.769,     0.9
    94.4,-0.000112,   3.769,     0.9
    94.6,-0.000084,   3.769,     0.9
    94.8,-0.000113,   3.769,     0.9
    95.0,-0.000127,   3.769,     1.0
    95.2,-0.000138,   3.769,     1.0
    95.4,-0.000196,   3.769,     1.0
    95.6,-0.000249,   3.769,     1.0
    95.8,-0.000286,   3.769,     1.0
    96.0,-0.000241,   3.769,     1.0
    96.2,-0.000184,   3.769,     1.0
    96.4,-0.000146,   3.769,     1.0
    96.6,-0.000102,   3.769,     1.0
    96.8,-0.000062,   3.769,     1.0
    97.0,-0.000011,   3.769,     1.0
    97.2,0.000041,   3.769,     1.0
    97.4,0.000096,   3.769,     1.0
    97.6,0.000160,   3.769,     1.0
    97.8,0.000207,   3.769,     1.0
    98.0,0.000172,   3.769,     1.0
    98.2,0.000144,   3.769,     1.0
    98.4,0.000065,   3.769,     1.0
    98.6,-0.000032,   3.769,     1.0
    98.8,-0.000141,   3.769,     1.0
    99.0,-0.000239,   3.769,     1.0
    99.2,-0.000367,   3.769,     1.0
    99.4,-0.000454,   3.769,     1.0
    99.6,-0.000434,   3.769,     1.0
    99.8,-0.000335,   3.769,     1.0
   100.0,-0.000266,   3.769,     1.0
   100.2,-0.000244,   3.769,     1.0
   100.4,-0.000188,   3.769,     1.0
   100.6,-0.000137,   3.769,     1.0
   100.8,-0.000062,   3.769,     1.0
   101.0,-0.000048,   3.769,     1.0
   101.2,-0.000064,   3.769,     1.0
   101.4,-0.000069,   3.769,     1.0
   101.6,-0.000029,   3.769,     1.0
   101.8,-0.000007,   3.769,     1.0
   102.0,-0.000006,   3.769,     1.0
   102.2,-0.000082,   3.769,     1.0
   102.4,-0.000126,   3.769,     1.0
   102.6,-0.000145,   3.769,     1.0
   102.8,-0.000175,   3.769,     1.0
   103.0,-0.000215,   3.769,     1.0
   103.2,-0.000249,   3.769,     1.0
   103.4,-0.000217,   3.769,     1.0
   103.6,-0.000148,   3.769,     1.0
   103.8,-0.000102,   3.769,     1.0
   104.0,-0.000070,   3.769,     1.0
   104.2,-0.000058,   3.756,     1.0
   104.4,-0.000105,   3.756,     1.0
   104.6,-0.000126,   3.756,     1.0
   104.8,-0.000082,   3.756,     1.0
   105.0,-0.000006,   3.756,     1.1
   105.2,0.000074,   3.756,     1.1
   105.4,0.000074,   3.756,     1.1
   105.6,0.000059,   3.756,     1.1
   105.8,0.000079,   3.769,     1.1
   106.0,0.000080,   3.756,     1.1
   106.2,0.000081,   3.769,     1.1
   106.4,0.000101,   3.756,     1.1
   106.6,0.000120,   3.769,     1.1
   106.8,0.000190,   3.769,     1.1
   107.0,0.000219,   3.756,     1.1
   107.2,0.000160,   3.769,     1.1
   107.4,0.000047,   3.769,     1.1
   107.6,-0.000080,   3.769,     1.1
   107.8,-0.000096,   3.769,     1.1
   108.0,-0.000116,   3.769,     1.1
   108.2,-0.000173,   3.769,     1.1
   108.4,-0.000186,   3.769,     1.1
   108.6,-0.000202,   3.769,     1.1
   108.8,-0.000204,   3.769,     1.1
   109.0,-0.000196,   3.769,     1.1
   109.2,-0.000200,   3.769,     1.1
   109.4,-0.000197,   3.769,     1.1
   109.6,-0.000194,   3.769,     1.1
   109.8,-0.000128,   3.769,     1.1
   110.0,-0.000072,   3.769,     1.1
   110.2,-0.000020,   3.769,     1.1
   110.4,-0.000059,   3.769,     1.1
   110.6,-0.000018,   3.769,     1.1
   110.8,-0.000029,   3.769,     1.1
   111.0,0.000019,   3.769,     1.1
   111.2,-0.000013,   3.769,     1.1
   111.4,-0.000061,   3.769,     1.1
   111.6,-0.000103,   3.769,     1.1
   111.8,-0.000155,   3.769,     1.1
   112.0,-0.000176,   3.769,     1.1
   112.2,-0.000249,   3.769,     1.1
   112.4,-0.000268,   3.769,     1.1
   112.6,-0.000298,   3.769,     1.1
   112.8,-0.000259,   3.769,     1.1
   113.0,-0.000299,   3.769,     1.1
   113.2,-0.000300,   3.769,     1.1
   113.4,-0.000339,   3.769,     1.1
   113.6,-0.000317,   3.769,     1.1
   113.8,-0.000262,   3.769,     1.1
   114.0,-0.000205,   3.769,     1.1
   114.2,-0.000142,   3.769,     1.1
   114.4,-0.000091,   3.756,     1.1
   114.6,-0.000082,   3.756,     1.1
   114.8,-0.000096,   3.756,     1.1
   115.0,-0.000074,   3.756,     1.2
   115.2,-0.000008,   3.756,     1.2
   115.4,0.000056,   3.756,     1.2
   115.6,0.000131,   3.756,     1.2
   115.8,0.000196,   3.756,     1.2
   116.0,0.000261,   3.756,     1.2
   116.2,0.000254,   3.756,     1.2
   116.4,0.000215,   3.756,     1.2
   116.6,0.000193,   3.756,     1.2
   116.8,0.000151,   3.756,     1.2
   117.0,0.000130,   3.756,     1.2
   117.2,0.000133,   3.756,     1.2
   117.4,0.000089,   3.756,     1.2
   117.6,0.000040,   3.756,     1.2
   117.8,0.000006,   3.756,     1.2
   118.0,-0.000077,   3.756,     1.2
   118.2,-0.000157,   3.756,     1.2
   118.4,-0.000240,   3.756,     1.2
   118.6,-0.000252,   3.756,     1.2
   118.8,-0.000212,   3.756,     1.2
   119.0,-0.000165,   3.756,     1.2
   119.2,-0.000107,   3.756,     1.2
   119.4,-0.000051,   3.756,     1.2
   119.6,-0.000022,   3.756,     1.2
   119.8,-0.000027,   3.756,     1.2
   120.0,-0.000071,   3.756,     1.2
   120.2,-0.000159,   3.756,     1.2
   120.4,-0.000221,   3.756,     1.2
   120.6,-0.000287,   3.756,     1.2
   120.8,-0.000338,   3.756,     1.2
   121.0,-0.000363,   3.756,     1.2
   121.2,-0.000415,   3.756,     1.2
   121.4,-0.000459,   3.756,     1.2
   121.6,-0.000482,   3.756,     1.2
   121.8,-0.000454,   3.756,     1.2
   122.0,-0.000437,   3.756,     1.2
   122.2,-0.000418,   3.756,     1.2
   122.4,-0.000404,   3.756,     1.2
   122.6,-0.000369,   3.756,     1.2
   122.8,-0.000316,   3.756,     1.2
   123.0,-0.000267,   3.756,     1.2
   123.2,-0.000243,   3.769,     1.2
   123.4,-0.000245,   3.756,     1.2
   123.6,-0.000247,   3.756,     1.2
   123.8,-0.000281,   3.756,     1.2
   124.0,-0.000298,   3.756,     1.2
   124.2,-0.000330,   3.756,     1.2
   124.4,-0.000314,   3.756,     1.2
   124.6,-0.000251,   3.756,     1.2
   124.8,-0.000151,   3.756,     1.2
   125.0,-0.000046,   3.756,     1.3
   125.2,0.000054,   3.756,     1.3
   125.4,0.000160,   3.756,     1.3
   125.6,0.000262,   3.756,     1.3
   125.8,0.000349,   3.756,     1.3
   126.0,0.000406,   3.756,     1.3
   126.2,0.000475,   3.769,     1.3
   126.4,0.000513,   3.756,     1.3
   126.6,0.000552,   3.769,     1.3
   126.8,0.000533,   3.756,     1.3
   127.0,0.000474,   3.769,     1.3
   127.2,0.000384,   3.756,     1.3
   127.4,0.000280,   3.756,     1.3
   127.6,0.000165,   3.756,     1.3
   127.8,0.000055,   3.756,     1.3
   128.0,-0.000049,   3.756,     1.3
   128.2,-0.000117,   3.756,     1.3
   128.4,-0.000079,   3.769,     1.3
   128.6,-0.000009,   3.756,     1.3
   128.8,-0.000006,   3.756,     1.3
   129.0,-0.000045,   3.756,     1.3
   129.2,-0.000109,   3.756,     1.3
   129.4,-0.000147,   3.756,     1.3
   129.6,-0.000187,   3.756,     1.3
   129.8,-0.000208,   3.756,     1.3
   130.0,-0.000183,   3.756,     1.3
   130.2,-0.000120,   3.756,     1.3
   130.4,-0.000052,   3.756,     1.3
   130.6,0.000020,   3.756,     1.3
   130.8,-0.000003,   3.756,     1.3
   131.0,-0.000135,   3.756,     1.3
   131.2,-0.000214,   3.756,     1.3
   131.4,-0.000245,   3.756,     1.3
